instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-14T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-14T00:00:00.000Z
,,,2022-11-14T00:00:00.000Z
Assuta Ashdod                 ,,,2022-11-14T00:00:00.000Z
Poriah Hospital               ,84.6,71,2022-11-14T00:00:00.000Z
Hadassah Mount Scopus         ,91.7,79.9,2022-11-14T00:00:00.000Z
Barzilai Medical Center       ,95.8,81.5,2022-11-14T00:00:00.000Z
Laniado                       ,96.2,90.6,2022-11-14T00:00:00.000Z
Bnei Ziom Medical Center      ,100.8,93.1,2022-11-14T00:00:00.000Z
,,,2022-11-14T00:00:00.000Z
Hillel Yaffeh Medical Center  ,100,92.4,2022-11-14T00:00:00.000Z
Nahariya                      ,113.2,91.7,2022-11-14T00:00:00.000Z
Hadassah Ein Kerem            ,122.3,100.4,2022-11-14T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-14T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-14T00:00:00.000Z
The Holy Family               ,,,2022-11-14T00:00:00.000Z
,,,2022-11-14T00:00:00.000Z
Woolfson Medical Center       ,78.3,75.8,2022-11-14T00:00:00.000Z
      Ziv Hospital            ,90.6,75.8,2022-11-14T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-14T00:00:00.000Z
Meir Hospital                 ,,,2022-11-14T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-14T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-14T00:00:00.000Z
,,,2022-11-14T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-14T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-14T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-14T00:00:00.000Z
Assaf Harofeh Medical Center  ,80.3,69.8,2022-11-14T00:00:00.000Z
Rambam                        ,103,87.3,2022-11-14T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-11-14T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-14T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-14T00:00:00.000Z
