age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,32,151,398,95.8,71.4,42.6,0,0,0,0,0,0
12-15,13,186,103,35.9,60.6,38.2,0,0,0,0,0,0
16-19,18,438,101,48.5,106.7,76.3,0,0,1,0,0,0.8
20-29,67,1564,361,72.7,151.1,209.4,0,5,1,0,0.5,0.6
30-39,76,1664,411,74,172.4,327.3,0,4,2,0,0.4,1.6
40-49,110,1718,279,110.6,190.6,282.4,0,1,0,0,0.1,0
50-59,150,1813,239,170.7,251.3,417.2,1,10,5,1.1,1.4,8.7
60-69,319,4164,351,489.5,673,617.8,1,28,11,1.5,4.5,19.4
70-79,328,4442,290,719,978.2,1523.5,4,55,8,8.8,12.1,42
80+,308,3745,383,1356.1,1567.3,2297,10,74,18,44,31,108
