age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,5,29,95,116.7,13.4,9.9,0,0,0,0,0,0
12-15,2,72,38,40.2,22.8,13.2,0,0,0,0,0,0
16-19,8,503,62,217.3,115.9,44.2,0,0,0,0,0,0
20-29,12,983,120,107.3,87.6,73.3,0,0,1,0,0,0.6
30-39,27,812,129,163.3,77.2,105.4,0,1,1,0,0.1,0.8
40-49,45,987,111,194,100.5,119.8,0,4,1,0,0.4,1.1
50-59,83,986,108,231.2,126.1,224.4,0,8,2,0,1,4.2
60-69,265,1680,141,326.5,277.7,261,1,18,1,1.2,3,1.9
70-79,544,1614,128,441.4,412.3,3447.3,1,33,5,0.8,8.4,134.7
80+,605,1312,166,838.5,678.9,1300.3,5,48,14,6.9,24.8,109.7
