period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,173,323,20.43,38.13
3_Month,5-11,402,800,17.95,35.73
6_Month,5-11,2750,8983,10.17,33.22
1_Year,5-11,5295,51710,1.08,10.56
All,5-11,5295,53575,0.73,7.39
1_Month,12-15,359,161,38.56,17.29
3_Month,12-15,701,353,31.91,16.07
6_Month,12-15,2222,2231,17,17.06
1_Year,12-15,9528,17753,4,7.46
All,12-15,9595,19133,2.76,5.49
1_Month,16-19,953,123,46.44,5.99
3_Month,16-19,1651,235,42.78,6.09
6_Month,16-19,4581,1170,26.42,6.75
1_Year,16-19,16219,10128,8.1,5.06
All,16-19,16444,11424,5.28,3.67
1_Month,20-29,2354,211,46.11,4.13
3_Month,20-29,4155,415,41.46,4.14
6_Month,20-29,13198,2813,25.1,5.35
1_Year,20-29,40990,19414,9.34,4.43
All,20-29,41521,22045,6.26,3.33
1_Month,30-39,2347,298,42.5,5.4
3_Month,30-39,4134,545,37.21,4.91
6_Month,30-39,14659,3593,22.79,5.59
1_Year,30-39,40045,18524,8.27,3.83
All,30-39,40534,20430,6.04,3.04
1_Month,40-49,2891,217,47.28,3.55
3_Month,40-49,5043,447,40.27,3.57
6_Month,40-49,14850,2823,22.63,4.3
1_Year,40-49,37297,13857,8.2,3.05
All,40-49,37733,15060,6.2,2.48
1_Month,50-59,2321,206,37.08,3.29
3_Month,50-59,4163,411,31.47,3.11
6_Month,50-59,11140,1820,17.52,2.86
1_Year,50-59,25167,7765,7.63,2.35
All,50-59,25421,8333,5.88,1.93
1_Month,60-69,1950,139,28.97,2.07
3_Month,60-69,3550,242,23.25,1.59
6_Month,60-69,8906,1051,12.58,1.49
1_Year,60-69,17003,4164,6.46,1.58
All,60-69,17185,4396,5.23,1.34
1_Month,70-79,1258,63,19.19,0.96
3_Month,70-79,2447,128,15.5,0.81
6_Month,70-79,5836,483,8.87,0.73
1_Year,70-79,9345,1377,5.21,0.77
All,70-79,9446,1471,4.44,0.69
1_Month,80+,856,77,18.39,1.65
3_Month,80+,1613,143,15.74,1.4
6_Month,80+,4054,388,10.42,1
1_Year,80+,6047,886,6.53,0.96
All,80+,6128,956,5.32,0.83
