instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. HaSharon             ,72.8,80.5,2022-05-24T00:00:00.000Z
HACARMEL HOSPITAL             ,73.6,86.1,2022-05-24T00:00:00.000Z
MEIR HOSPITAL                 ,73,81.1,2022-05-24T00:00:00.000Z
SOROKA MEDICAL CENTER         ,76.7,80.2,2022-05-24T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,82,80.2,2022-05-24T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,86.8,88,2022-05-24T00:00:00.000Z
Laniado                       ,94.9,108.6,2022-05-24T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,95.3,88.4,2022-05-24T00:00:00.000Z
PORIAH HOSPITAL               ,96.2,73.5,2022-05-24T00:00:00.000Z
Hadassah Mount Scopus         ,97.2,86.5,2022-05-24T00:00:00.000Z
Shmuel HaRofe                 ,97.2,80.1,2022-05-24T00:00:00.000Z
      ZIV HOSPITAL            ,98.4,73.2,2022-05-24T00:00:00.000Z
CHAIM SHEBA MEDICAL CENTER    ,98.3,107.2,2022-05-24T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,98.1,77.3,2022-05-24T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,100,69.2,2022-05-24T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,103.2,80.1,2022-05-24T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,106.8,94.2,2022-05-24T00:00:00.000Z
KAPLAN HOSPITAL               ,106.7,92.4,2022-05-24T00:00:00.000Z
Rambam                        ,108.6,89.7,2022-05-24T00:00:00.000Z
Rabin K. Beilinson            ,109.7,100,2022-05-24T00:00:00.000Z
NAHARIYA                      ,112.6,94.8,2022-05-24T00:00:00.000Z
Shaare Zedek                  ,112,100.5,2022-05-24T00:00:00.000Z
Hadassah Ein Kerem            ,116.5,92.9,2022-05-24T00:00:00.000Z
Assuta Ashdod                 ,123.7,107.8,2022-05-24T00:00:00.000Z
,,41.2,2022-05-24T00:00:00.000Z
