age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,298,0,590,104.3,,63.8,0,0,0,0,,0
12-15,264,130,134,96.7,141.2,51.4,0,0,1,0,0,0.4
16-19,338,56,60,89.8,69.3,46.7,0,0,0,0,0,0
20-29,875,102,155,91.9,56.2,87.3,1,0,1,0.1,0,0.6
30-39,1167,168,176,128.2,103,136.6,0,0,1,0,0,0.8
40-49,1313,102,149,148.2,86.1,145.9,0,1,2,0,0.8,2
50-59,1194,54,126,163.3,70,200.8,1,1,3,0.1,1.3,4.8
60-69,1803,61,155,279.3,159,261.2,14,2,3,2.2,5.2,5.1
70-79,1707,40,119,360.4,213.8,431.5,19,2,5,4,10.7,18.1
80+,909,35,76,367.3,260.7,417,18,2,6,7.3,14.9,32.9
