period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,920,30556,0.16,5.37
1_Year,5-11,920,30494,0.19,6.18
6_Month,5-11,920,30241,0.2,6.63
3_Month,5-11,920,28975,0.27,8.42
1_Month,5-11,875,27837,0.28,8.75
All,12-15,5191,12974,1.89,4.71
1_Year,12-15,5191,12875,2.34,5.81
6_Month,12-15,5180,12690,2.56,6.27
3_Month,12-15,5103,11820,3.05,7.06
1_Month,12-15,4803,11116,3.12,7.21
1_Month,16-19,8036,7093,6.34,5.6
3_Month,16-19,8603,7672,6.34,5.65
6_Month,16-19,8783,8519,5.46,5.3
1_Year,16-19,8832,8644,5.04,4.93
All,16-19,8839,8857,3.59,3.6
1_Month,20-29,17976,12733,7.25,5.13
3_Month,20-29,19247,13760,7.18,5.13
6_Month,20-29,19750,15576,6.01,4.74
1_Year,20-29,19815,15854,5.47,4.37
All,20-29,19824,16137,4.05,3.29
3_Month,30-39,16561,11607,6.02,4.22
All,30-39,17045,13316,3.71,2.9
1_Year,30-39,17041,13137,4.66,3.59
6_Month,30-39,16966,12923,5.03,3.83
1_Month,30-39,15745,10906,6.09,4.22
All,40-49,14998,9636,3.75,2.41
1_Year,40-49,14990,9511,4.72,3
6_Month,40-49,14915,9364,5.06,3.17
3_Month,40-49,14593,8588,5.85,3.45
1_Month,40-49,13753,8073,5.89,3.46
All,50-59,8995,5039,3.45,1.93
1_Year,50-59,8991,4933,4.52,2.48
6_Month,50-59,8938,4861,4.84,2.63
3_Month,50-59,8761,4551,5.47,2.84
1_Month,50-59,8259,4284,5.47,2.84
1_Month,60-69,4580,2261,4.64,2.29
3_Month,60-69,4828,2387,4.61,2.28
6_Month,60-69,4922,2486,4.14,2.09
1_Year,60-69,4964,2527,3.87,1.97
All,60-69,4970,2578,2.94,1.52
1_Month,70-79,1821,607,3.68,1.23
6_Month,70-79,1991,667,3.32,1.11
3_Month,70-79,1935,637,3.68,1.21
1_Year,70-79,2015,688,3.1,1.06
All,70-79,2019,720,2.36,0.84
1_Month,80-89,795,255,4.12,1.32
3_Month,80-89,833,268,4.1,1.32
6_Month,80-89,861,277,3.6,1.16
1_Year,80-89,874,282,3.3,1.07
All,80-89,884,310,2.37,0.83
All,90+,333,86,3.08,0.8
1_Year,90+,331,75,4.62,1.05
3_Month,90+,309,69,5.66,1.26
1_Month,90+,291,64,5.56,1.22
6_Month,90+,321,72,5,1.12
