age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,451,0,809,156.3,,87.9,0,0,0,0,,0
12-15,329,156,169,116.7,180.7,65.5,0,0,0,0,0,0
16-19,518,68,93,135.4,89.6,72.8,1,0,1,0.3,0,0.8
20-29,1489,195,235,155.9,110,131.7,1,0,2,0.1,0,1.1
30-39,1836,225,309,201.1,140,239.9,0,1,3,0,0.6,2.3
40-49,1797,143,222,202.4,122.2,218.2,2,4,5,0.2,3.4,4.9
50-59,1688,114,160,231,149.7,249.6,3,2,7,0.4,2.6,10.9
60-69,2792,104,208,431.9,275.3,351.9,23,3,6,3.6,7.9,10.2
70-79,2500,74,178,529.8,402.4,598.4,33,3,9,7,16.3,30.3
80+,1740,60,204,703,451,1112.3,58,2,10,23.4,15,54.5
