period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,166,334,18.74,37.7
3_Month,5-11,463,987,16.69,35.58
6_Month,5-11,3134,10551,9.62,32.37
1_Year,5-11,5231,51651,1.06,10.5
All,5-11,5231,53456,0.72,7.37
1_Month,12-15,376,155,37.87,15.61
3_Month,12-15,759,425,28.97,16.22
6_Month,12-15,2458,2674,14.99,16.31
1_Year,12-15,9436,17735,3.96,7.43
All,12-15,9500,19083,2.73,5.48
1_Month,16-19,855,115,46.09,6.2
3_Month,16-19,1411,217,40.17,6.18
6_Month,16-19,4656,1273,24.04,6.57
1_Year,16-19,15892,10099,7.95,5.05
All,16-19,16106,11378,5.18,3.66
1_Month,20-29,2140,190,45.58,4.05
3_Month,20-29,3551,380,39.06,4.18
6_Month,20-29,13534,3092,23.05,5.27
1_Year,20-29,40177,19368,9.18,4.42
All,20-29,40675,21967,6.15,3.32
1_Month,30-39,2044,244,40.63,4.85
3_Month,30-39,3625,497,34.54,4.74
6_Month,30-39,15058,3944,20.88,5.47
1_Year,30-39,39210,18446,8.11,3.82
All,30-39,39660,20326,5.92,3.04
1_Month,40-49,2581,187,45.21,3.28
3_Month,40-49,4399,446,36.84,3.74
6_Month,40-49,15131,3061,20.5,4.15
1_Year,40-49,36316,13792,8.01,3.04
All,40-49,36719,14975,6.06,2.47
1_Month,50-59,2111,183,35.84,3.11
3_Month,50-59,3606,364,28.66,2.89
6_Month,50-59,11209,1931,15.73,2.71
1_Year,50-59,24363,7689,7.42,2.34
All,50-59,24606,8249,5.72,1.92
1_Month,60-69,1685,113,26.86,1.8
3_Month,60-69,3019,200,20.68,1.37
6_Month,60-69,8784,1097,11.18,1.4
1_Year,60-69,16289,4110,6.24,1.57
All,60-69,16458,4339,5.05,1.33
1_Month,70-79,1114,60,17.92,0.96
3_Month,70-79,2120,107,13.84,0.7
6_Month,70-79,5779,490,7.96,0.67
1_Year,70-79,8877,1350,5.01,0.76
All,70-79,8971,1444,4.26,0.69
1_Month,80+,766,74,17.65,1.71
3_Month,80+,1378,126,14.46,1.32
6_Month,80+,3919,388,9.49,0.94
1_Year,80+,5730,862,6.3,0.95
All,80+,5810,932,5.12,0.82
