period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,647,2122,10.38,34.03
3_Month,5-11,2753,10074,8.34,30.51
6_Month,5-11,3574,18034,3.16,15.92
1_Year,5-11,4643,51576,0.77,8.58
All,5-11,4643,52101,0.64,7.23
1_Month,12-15,372,437,14.46,16.99
3_Month,12-15,1767,2390,11.05,14.95
6_Month,12-15,3002,4523,5.57,8.4
1_Year,12-15,8624,18063,3.2,6.71
All,12-15,8631,18536,2.5,5.38
1_Month,16-19,984,284,24.26,7
3_Month,16-19,3302,1093,19.08,6.32
6_Month,16-19,5100,1928,10.28,3.88
1_Year,16-19,14424,10689,6.58,4.87
All,16-19,14511,11112,4.73,3.62
1_Month,20-29,3241,773,23.16,5.52
3_Month,20-29,9984,2797,18.52,5.19
6_Month,20-29,15296,4667,11.01,3.36
1_Year,20-29,36304,20734,7.52,4.29
All,20-29,36453,21464,5.61,3.31
1_Month,30-39,3753,1003,22.09,5.9
3_Month,30-39,11404,3537,17.02,5.28
6_Month,30-39,16838,5566,9.98,3.3
1_Year,30-39,35191,19143,6.66,3.62
All,30-39,35336,19656,5.39,3
1_Month,40-49,3326,744,20.22,4.52
3_Month,40-49,10717,2688,15.83,3.97
6_Month,40-49,15277,4198,9.31,2.56
1_Year,40-49,31401,14033,6.53,2.92
All,40-49,31562,14395,5.34,2.44
1_Month,50-59,2519,443,15.77,2.77
3_Month,50-59,7583,1576,11.85,2.46
6_Month,50-59,10660,2454,7.79,1.79
1_Year,50-59,20325,7567,6.08,2.26
All,50-59,20433,7786,4.94,1.88
1_Month,60-69,1960,264,10.71,1.44
3_Month,60-69,5690,888,8.22,1.28
6_Month,60-69,7532,1342,5.9,1.05
1_Year,60-69,12862,3953,5.05,1.55
All,60-69,12958,4069,4.22,1.32
1_Month,70-79,1290,118,7.73,0.71
3_Month,70-79,3534,375,5.73,0.61
6_Month,70-79,4313,531,4.33,0.53
1_Year,70-79,6423,1246,3.93,0.76
All,70-79,6468,1308,3.39,0.69
1_Month,80+,999,119,9.39,1.12
3_Month,80+,2365,255,7.17,0.77
6_Month,80+,2840,352,5.63,0.7
1_Year,80+,4089,727,4.94,0.88
All,80+,4140,783,4.08,0.77
