period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,373,2749,1.3,9.55
3_Month,5-11,1667,37176,0.4,8.91
6_Month,5-11,1743,39267,0.38,8.46
1_Year,5-11,1743,40655,0.3,7.03
All,5-11,1743,40785,0.26,6
1_Month,12-15,510,772,3.52,5.33
3_Month,12-15,6191,13120,3.16,6.69
6_Month,12-15,6732,14545,3.08,6.65
1_Year,12-15,6816,15531,2.65,6.04
All,12-15,6816,15688,2.1,4.83
1_Month,16-19,757,328,5.58,2.42
3_Month,16-19,9592,7344,6.03,4.62
6_Month,16-19,10782,8660,6.1,4.9
1_Year,16-19,11014,9531,5.41,4.69
All,16-19,11023,9798,3.85,3.43
1_Month,20-29,2657,715,6.29,1.69
3_Month,20-29,22884,13712,6.97,4.18
6_Month,20-29,25290,15830,6.93,4.34
1_Year,20-29,25838,17694,6.01,4.12
All,20-29,25859,18117,4.43,3.1
1_Month,30-39,2516,814,5.38,1.74
3_Month,30-39,21116,12587,5.85,3.49
6_Month,30-39,22642,13943,5.78,3.56
1_Year,30-39,23079,15274,5.04,3.33
All,30-39,23111,15568,4.03,2.72
1_Month,40-49,2132,586,4.8,1.32
3_Month,40-49,18251,9174,5.51,2.77
6_Month,40-49,19775,10227,5.51,2.85
1_Year,40-49,20132,11025,4.91,2.69
All,40-49,20167,11237,3.97,2.21
1_Month,50-59,1422,369,4.1,1.06
3_Month,50-59,11213,4909,5.08,2.23
6_Month,50-59,12105,5463,5.11,2.31
1_Year,50-59,12304,5787,4.64,2.18
All,50-59,12338,5940,3.67,1.76
1_Month,60-69,858,173,3.07,0.62
3_Month,60-69,6215,2579,4.15,1.72
6_Month,60-69,6692,2843,4.17,1.77
1_Year,60-69,6812,2956,3.82,1.66
All,60-69,6836,3030,3.05,1.35
1_Month,70-79,341,45,1.9,0.25
3_Month,70-79,2442,722,3.04,0.9
6_Month,70-79,2635,785,3.07,0.91
1_Year,70-79,2705,824,2.83,0.86
All,70-79,2719,866,2.29,0.73
1_Month,80-89,129,21,2.05,0.33
3_Month,80-89,1071,313,3.46,1.01
6_Month,80-89,1139,341,3.47,1.04
1_Year,80-89,1178,353,3.15,0.94
All,80-89,1191,383,2.4,0.77
1_Month,90+,45,4,3.42,0.3
3_Month,90+,366,76,4.62,0.96
6_Month,90+,398,84,4.76,1
1_Year,90+,415,88,4.32,0.92
All,90+,422,99,3.09,0.72
