age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1880,0,2396,643.7,,261.8,0,0,2,0,,0.2
12-15,1207,435,463,380.2,789.1,187.5,2,0,0,0.6,0,0
16-19,1721,223,280,432.4,347.7,240.3,1,0,0,0.3,0,0
20-29,4638,368,599,482.7,238.1,332.9,2,0,1,0.2,0,0.6
30-39,5074,452,726,551.2,340.1,543.6,6,1,5,0.7,0.8,3.7
40-49,5203,302,512,580.8,310.4,497,6,3,7,0.7,3.1,6.8
50-59,3825,172,442,520.7,259.5,679.8,14,3,21,1.9,4.5,32.3
60-69,3614,170,393,554.4,446,743.8,44,5,18,6.7,13.1,34.1
70-79,2501,78,304,520.4,357.7,1393.4,49,8,31,10.2,36.7,142.1
80-89,1012,55,192,480.2,379.4,1708,37,10,16,17.6,69,142.3
90+,291,19,68,605.5,274.4,3019.5,13,3,10,27,43.3,444
