period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,269,3013,0.81,9.07
3_Month,5-11,1428,36757,0.34,8.7
6_Month,5-11,1428,37302,0.31,8
1_Year,5-11,1428,38440,0.26,6.89
All,5-11,1428,38538,0.22,5.86
1_Month,12-15,491,755,3.23,4.97
3_Month,12-15,6290,13809,3.09,6.79
6_Month,12-15,6321,14050,2.95,6.55
1_Year,12-15,6391,14919,2.59,6.04
All,12-15,6391,15058,2.04,4.81
1_Month,16-19,678,274,5.24,2.12
3_Month,16-19,10143,8301,6.19,5.07
6_Month,16-19,10180,8517,5.98,5
1_Year,16-19,10393,9263,5.38,4.8
All,16-19,10402,9524,3.78,3.46
1_Month,20-29,1726,560,5.96,1.93
3_Month,20-29,22986,15058,7.06,4.62
6_Month,20-29,23134,15593,6.8,4.58
1_Year,20-29,23594,17121,5.95,4.32
All,20-29,23611,17527,4.3,3.19
1_Month,30-39,1672,545,4.87,1.59
3_Month,30-39,20445,13084,5.87,3.76
6_Month,30-39,20600,13545,5.64,3.71
1_Year,30-39,20968,14603,4.97,3.46
All,30-39,20990,14868,3.92,2.78
1_Month,40-49,1457,419,4.44,1.28
3_Month,40-49,17932,9642,5.62,3.02
6_Month,40-49,18059,9909,5.45,2.99
1_Year,40-49,18361,10551,4.89,2.81
All,40-49,18388,10745,3.89,2.27
1_Month,50-59,984,256,4.21,1.1
3_Month,50-59,10900,5138,5.27,2.48
6_Month,50-59,10958,5255,5.16,2.47
1_Year,50-59,11134,5509,4.68,2.32
All,50-59,11160,5651,3.62,1.83
1_Month,60-69,512,128,3.15,0.79
3_Month,60-69,5974,2693,4.38,1.98
6_Month,60-69,6007,2730,4.3,1.95
1_Year,60-69,6114,2825,3.92,1.81
All,60-69,6134,2894,3.05,1.44
1_Month,70-79,201,41,2.09,0.43
3_Month,70-79,2341,742,3.32,1.05
6_Month,70-79,2361,754,3.27,1.05
1_Year,70-79,2423,787,2.99,0.97
All,70-79,2435,826,2.35,0.8
1_Month,80-89,91,21,2.63,0.61
3_Month,80-89,1025,323,3.76,1.19
6_Month,80-89,1029,330,3.67,1.18
1_Year,80-89,1066,338,3.3,1.05
All,80-89,1079,368,2.43,0.83
1_Month,90+,25,6,3.06,0.74
3_Month,90+,365,82,5.09,1.14
6_Month,90+,368,82,4.99,1.11
1_Year,90+,384,86,4.5,1.01
All,90+,390,97,3.11,0.77
