age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2640,0,3404,905.8,,371.5,0,0,2,0,,0.2
12-15,1694,758,770,552.1,1172.2,310.5,1,0,0,0.3,0,0
16-19,3121,374,377,790.6,557.3,322.9,1,1,0,0.3,1.5,0
20-29,10314,751,980,1073.8,483.6,546.2,1,0,1,0.1,0,0.6
30-39,8260,765,1030,897,575.4,773.5,5,3,4,0.5,2.3,3
40-49,8255,493,768,921.4,506.1,747.4,5,1,5,0.6,1,4.9
50-59,6654,277,622,905.6,416.1,965.1,11,1,14,1.5,1.5,21.7
60-69,5695,199,532,873.5,521.1,1010.9,38,6,15,5.8,15.7,28.5
70-79,3929,104,377,816.1,475.1,1808.8,48,3,21,10,13.7,100.8
80-89,1520,65,218,720.5,447.1,1984,43,8,17,20.4,55,154.7
90+,351,21,70,727.7,301.9,3406.3,9,4,12,18.7,57.5,583.9
