period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,315,2554,1.11,9.03
3_Month,5-11,1560,37600,0.36,8.75
6_Month,5-11,1563,38065,0.34,8.22
1_Year,5-11,1563,39336,0.28,6.94
All,5-11,1563,39453,0.23,5.91
1_Month,12-15,458,694,3.29,4.98
3_Month,12-15,6466,14046,3.12,6.77
6_Month,12-15,6517,14288,3.02,6.62
1_Year,12-15,6594,15196,2.62,6.04
All,12-15,6594,15347,2.07,4.82
1_Month,16-19,710,296,5.23,2.18
3_Month,16-19,10457,8416,6.18,4.97
6_Month,16-19,10509,8596,6.04,4.94
1_Year,16-19,10728,9403,5.39,4.73
All,16-19,10737,9667,3.82,3.44
1_Month,20-29,2242,586,6.07,1.59
3_Month,20-29,24109,15271,7.03,4.45
6_Month,20-29,24273,15668,6.87,4.43
1_Year,20-29,24768,17371,5.98,4.19
All,20-29,24789,17786,4.36,3.13
1_Month,30-39,1884,593,4.98,1.57
3_Month,30-39,21241,13310,5.84,3.66
6_Month,30-39,21425,13664,5.7,3.64
1_Year,30-39,21830,14861,4.99,3.4
All,30-39,21860,15140,3.96,2.74
1_Month,40-49,1598,430,4.39,1.18
3_Month,40-49,18608,9816,5.58,2.94
6_Month,40-49,18757,10018,5.47,2.92
1_Year,40-49,19084,10742,4.89,2.75
All,40-49,19117,10946,3.92,2.24
1_Month,50-59,1097,272,4.08,1.01
3_Month,50-59,11361,5233,5.22,2.4
6_Month,50-59,11426,5327,5.14,2.4
1_Year,50-59,11612,5612,4.66,2.25
All,50-59,11643,5761,3.63,1.8
1_Month,60-69,602,138,3.12,0.71
3_Month,60-69,6204,2738,4.3,1.9
6_Month,60-69,6248,2772,4.25,1.89
1_Year,60-69,6364,2872,3.88,1.75
All,60-69,6385,2944,3.04,1.4
1_Month,70-79,199,37,1.69,0.31
3_Month,70-79,2405,758,3.19,1.01
6_Month,70-79,2427,764,3.16,1
1_Year,70-79,2494,801,2.9,0.93
All,70-79,2507,842,2.3,0.77
1_Month,80-89,86,17,2.14,0.42
3_Month,80-89,1051,326,3.64,1.13
6_Month,80-89,1055,333,3.58,1.13
1_Year,80-89,1092,341,3.22,1
All,80-89,1105,371,2.4,0.81
1_Month,90+,29,5,3.36,0.58
3_Month,90+,374,83,5.01,1.11
6_Month,90+,375,83,4.92,1.09
1_Year,90+,392,87,4.44,0.99
All,90+,399,98,3.1,0.76
