age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,31,93,0,14.3,9.7,0,0,0,0,0,0
12-15,2,77,30,47.2,24.5,10.4,0,1,0,0,0.3,0
16-19,5,494,58,145.3,114,41.1,0,0,1,0,0,0.7
20-29,7,1010,97,63.5,89.9,59.4,0,0,0,0,0,0
30-39,26,723,112,153.6,68.7,91.4,1,1,1,5.9,0.1,0.8
40-49,50,870,91,210.8,88.6,99,0,1,1,0,0.1,1.1
50-59,70,894,73,189.2,114.4,153.5,0,8,2,0,1,4.2
60-69,240,1407,115,278.3,235,207.9,0,15,7,0,2.5,12.7
70-79,524,1277,119,396.4,333.7,3361.6,3,31,7,2.3,8.1,197.7
80+,590,1124,156,764.1,582.9,1935.2,7,33,7,9.1,17.1,86.8
