instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-18T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-18T00:00:00.000Z
,,,2022-11-18T00:00:00.000Z
Barzilai Medical Center       ,79.2,72.2,2022-11-18T00:00:00.000Z
Hillel Yaffeh Medical Center  ,89,77.9,2022-11-18T00:00:00.000Z
Bnei Ziom Medical Center      ,94.2,81.3,2022-11-18T00:00:00.000Z
Assuta Ashdod                 ,115.3,96.2,2022-11-18T00:00:00.000Z
,,,2022-11-18T00:00:00.000Z
Hadassah Mount Scopus         ,,,2022-11-18T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,93.5,2022-11-18T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-18T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-18T00:00:00.000Z
The Holy Family               ,,,2022-11-18T00:00:00.000Z
,,,2022-11-18T00:00:00.000Z
Woolfson Medical Center       ,58.6,66.2,2022-11-18T00:00:00.000Z
      Ziv Hospital            ,67.2,72.9,2022-11-18T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-18T00:00:00.000Z
Poriah Hospital               ,73.1,66.8,2022-11-18T00:00:00.000Z
Chaim Sheba Medical Center    ,90.8,103.9,2022-11-18T00:00:00.000Z
Laniado                       ,93.6,85.9,2022-11-18T00:00:00.000Z
Meir Hospital                 ,,,2022-11-18T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-18T00:00:00.000Z
Nahariya                      ,105.3,88.8,2022-11-18T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-18T00:00:00.000Z
,,,2022-11-18T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-18T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-18T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-18T00:00:00.000Z
Rambam                        ,96.5,87.4,2022-11-18T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-18T00:00:00.000Z
Assaf Harofeh Medical Center  ,82.6,67.9,2022-11-18T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-18T00:00:00.000Z
