period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,155,309,18.02,35.93
3_Month,5-11,446,1047,14.57,34.19
6_Month,5-11,3185,11049,8.94,31.02
1_Year,5-11,5105,51475,1.03,10.36
All,5-11,5105,53208,0.7,7.35
1_Month,12-15,221,113,29.47,15.07
3_Month,12-15,541,397,22.56,16.56
6_Month,12-15,2300,2774,12.7,15.31
1_Year,12-15,9126,17627,3.82,7.38
All,12-15,9185,18954,2.65,5.46
1_Month,16-19,469,58,42.52,5.26
3_Month,16-19,864,163,33.05,6.24
6_Month,16-19,4159,1256,21.03,6.35
1_Year,16-19,15189,10019,7.64,5.04
All,16-19,15398,11282,4.98,3.65
1_Month,20-29,1153,125,40.7,4.41
3_Month,20-29,2344,334,31.53,4.49
6_Month,20-29,12389,3127,20.27,5.12
1_Year,20-29,38429,19257,8.84,4.43
All,20-29,38911,21817,5.92,3.32
1_Month,30-39,1122,139,36.01,4.46
3_Month,30-39,2519,424,27.99,4.71
6_Month,30-39,13980,3967,18.48,5.24
1_Year,30-39,37533,18275,7.81,3.8
All,30-39,37971,20119,5.71,3.02
1_Month,40-49,1397,131,38.08,3.57
3_Month,40-49,2940,406,28.76,3.97
6_Month,40-49,13685,3102,17.66,4
1_Year,40-49,34214,13662,7.6,3.04
All,40-49,34599,14826,5.75,2.46
1_Month,50-59,1159,126,30.13,3.28
3_Month,50-59,2365,301,22.04,2.8
6_Month,50-59,9999,1896,13.41,2.54
1_Year,50-59,22653,7554,6.99,2.33
All,50-59,22889,8107,5.38,1.91
1_Month,60-69,954,50,21.22,1.11
3_Month,60-69,2052,160,15.7,1.22
6_Month,60-69,7781,1060,9.47,1.29
1_Year,60-69,14915,4017,5.82,1.57
All,60-69,15078,4243,4.7,1.32
1_Month,70-79,650,33,14.76,0.75
3_Month,70-79,1516,91,10.89,0.65
6_Month,70-79,5096,471,6.74,0.62
1_Year,70-79,7952,1309,4.62,0.76
All,70-79,8044,1402,3.91,0.68
1_Month,80+,425,38,15.13,1.35
3_Month,80+,983,83,12.28,1.04
6_Month,80+,3396,344,8.25,0.84
1_Year,80+,5096,804,5.82,0.92
All,80+,5176,873,4.71,0.79
