age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,9,48,128,187.9,21.8,13.5,0,0,0,0,0,0
12-15,5,133,44,95.4,41.5,15.6,0,0,0,0,0,0
16-19,14,325,42,393,74.4,30.4,0,0,0,0,0,0
20-29,20,819,81,207.9,73,48.9,0,0,1,0,0,0.6
30-39,21,702,84,169.1,66.5,68.1,0,0,1,0,0,0.8
40-49,30,854,73,179.1,86.5,77.7,0,2,0,0,0.2,0
50-59,34,886,82,141.2,112,162.7,0,4,3,0,0.5,6
60-69,141,1272,100,291.2,199.6,183.1,1,12,1,2.1,1.9,1.8
70-79,274,1407,93,386.4,319.7,1237.5,3,14,4,4.2,3.2,53.2
80+,193,1035,94,465.7,464.3,680.4,5,27,9,12.1,12.1,65.1
