period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1617,6137,8.18,31.04
3_Month,5-11,2021,8145,6.16,24.85
6_Month,5-11,3633,45806,0.8,10.03
1_Year,5-11,3692,48576,0.61,7.99
All,5-11,3692,48886,0.52,6.87
1_Month,12-15,1094,1548,11.05,15.63
3_Month,12-15,1445,2072,8.56,12.27
6_Month,12-15,7681,15685,3.53,7.21
1_Year,12-15,8112,17535,2.99,6.45
All,12-15,8112,17874,2.38,5.24
1_Month,16-19,1729,639,17.67,6.53
3_Month,16-19,2236,848,14.51,5.5
6_Month,16-19,12158,8685,6.78,4.84
1_Year,16-19,13109,10433,6.01,4.78
All,16-19,13127,10719,4.36,3.56
1_Month,20-29,5008,1532,17.49,5.35
3_Month,20-29,6497,2029,13.92,4.35
6_Month,20-29,29869,16500,7.79,4.3
1_Year,20-29,31961,19900,6.73,4.19
All,20-29,32000,20366,5.08,3.23
1_Month,30-39,5712,1946,15.84,5.39
3_Month,30-39,7421,2521,12.13,4.12
6_Month,30-39,28759,15602,6.72,3.65
1_Year,30-39,30118,17945,5.83,3.47
All,30-39,30181,18274,4.77,2.89
1_Month,40-49,5665,1453,15.29,3.92
3_Month,40-49,7184,1912,11.59,3.09
6_Month,40-49,25685,11515,6.45,2.89
1_Year,40-49,26987,13072,5.76,2.79
All,40-49,27065,13317,4.77,2.34
1_Month,50-59,3858,873,11.14,2.52
3_Month,50-59,4965,1115,8.75,1.96
6_Month,50-59,16275,6276,5.81,2.24
1_Year,50-59,17055,6993,5.33,2.19
All,50-59,17110,7161,4.37,1.83
1_Month,60-69,2774,467,7.58,1.28
3_Month,60-69,3615,614,6.06,1.03
6_Month,60-69,9876,3320,4.69,1.58
1_Year,60-69,10310,3608,4.37,1.53
All,60-69,10349,3699,3.66,1.31
1_Month,70-79,1667,187,5.16,0.58
3_Month,70-79,2127,246,4.17,0.48
6_Month,70-79,4560,994,3.46,0.76
1_Year,70-79,4764,1087,3.28,0.75
All,70-79,4786,1138,2.84,0.68
1_Month,80+,977,100,6.09,0.62
3_Month,80+,1254,145,5.06,0.59
6_Month,80+,2681,546,4.22,0.86
1_Year,80+,2801,595,3.94,0.84
All,80+,2833,640,3.24,0.73
