age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,367,454,2104,297.3,316.2,225.8,0,0,0,0,0,0
12-15,96,628,412,94.1,251.9,154.1,0,0,0,0,0,0
16-19,52,1301,296,51,373.2,225.3,0,0,0,0,0,0
20-29,242,5006,946,107.2,554.3,544,0,3,1,0,0.3,0.6
30-39,322,6442,1161,138.7,769.6,919.2,0,5,0,0,0.6,0
40-49,468,6131,898,215.4,781.5,904.3,1,6,1,0.5,0.8,1
50-59,629,5722,645,367.4,897.6,1099.2,0,9,2,0,1.4,3.4
60-69,1393,9303,711,1084.2,1675.1,1241.6,7,42,13,5.4,7.6,22.7
70-79,1565,9164,577,1795.2,2232.3,2718.2,11,65,14,12.6,15.8,66
80+,1170,6376,587,2677.6,2929,3445.4,25,106,29,57.2,48.7,170.2
