instituteDesc,occupancy,gOccupancy,occupancyDate
SOROKA MEDICAL CENTER         ,61.6,80.4,2022-06-14T00:00:00.000Z
Rabin K. HaSharon             ,68.4,68.5,2022-06-14T00:00:00.000Z
HACARMEL HOSPITAL             ,80.2,82.2,2022-06-14T00:00:00.000Z
PORIAH HOSPITAL               ,83.3,81.7,2022-06-14T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,88.4,73.3,2022-06-14T00:00:00.000Z
MEIR HOSPITAL                 ,88.5,81.8,2022-06-14T00:00:00.000Z
      ZIV HOSPITAL            ,92.2,75.2,2022-06-14T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,93.8,49.2,2022-06-14T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,95.9,89.8,2022-06-14T00:00:00.000Z
Hadassah Mount Scopus         ,97.2,87.8,2022-06-14T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,98.4,87.7,2022-06-14T00:00:00.000Z
KAPLAN HOSPITAL               ,98,97.5,2022-06-14T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,99.6,84.6,2022-06-14T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,101.5,77.1,2022-06-14T00:00:00.000Z
Laniado                       ,102.6,84.1,2022-06-14T00:00:00.000Z
Rambam                        ,104,86.5,2022-06-14T00:00:00.000Z
Shaare Zedek                  ,104,102.4,2022-06-14T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,105.5,98.6,2022-06-14T00:00:00.000Z
NAHARIYA                      ,108.4,98.4,2022-06-14T00:00:00.000Z
Rabin K. Beilinson            ,113.7,97.4,2022-06-14T00:00:00.000Z
Hadassah Ein Kerem            ,116.5,101.1,2022-06-14T00:00:00.000Z
