period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,314,1342,5.24,22.4
3_Month,5-11,821,5091,2.02,12.53
6_Month,5-11,2203,41549,0.48,9.03
1_Year,5-11,2203,43112,0.37,7.29
All,5-11,2203,43343,0.32,6.25
1_Month,12-15,283,395,7.1,9.91
3_Month,12-15,875,1447,4.11,6.8
6_Month,12-15,7083,15182,3.17,6.81
1_Year,12-15,7147,16254,2.7,6.15
All,12-15,7147,16509,2.15,4.96
1_Month,16-19,381,133,12.13,4.24
3_Month,16-19,1293,615,6.85,3.26
6_Month,16-19,11375,8866,6.27,4.89
1_Year,16-19,11566,9866,5.51,4.7
All,16-19,11577,10147,3.96,3.47
1_Month,20-29,1049,309,10.97,3.23
3_Month,20-29,4198,1432,7.03,2.4
6_Month,20-29,27019,16371,7.09,4.29
1_Year,20-29,27469,18512,6.1,4.11
All,20-29,27500,18968,4.55,3.14
1_Month,30-39,1060,401,9.07,3.43
3_Month,30-39,4304,1653,6.07,2.33
6_Month,30-39,24528,14637,5.92,3.54
1_Year,30-39,24922,16194,5.14,3.34
All,30-39,24975,16515,4.16,2.75
1_Month,40-49,1143,292,9.08,2.32
3_Month,40-49,3860,1224,5.6,1.78
6_Month,40-49,21574,10811,5.64,2.82
1_Year,40-49,21907,11754,5.01,2.69
All,40-49,21967,11990,4.1,2.24
1_Month,50-59,840,169,6.94,1.4
3_Month,50-59,2690,738,4.68,1.28
6_Month,50-59,13445,5819,5.17,2.24
1_Year,50-59,13621,6209,4.69,2.14
All,50-59,13668,6373,3.78,1.76
1_Month,60-69,605,99,4.69,0.77
3_Month,60-69,1816,384,3.45,0.73
6_Month,60-69,7698,3053,4.14,1.64
1_Year,60-69,7815,3195,3.82,1.56
All,60-69,7848,3280,3.13,1.31
1_Month,70-79,380,35,3.25,0.3
3_Month,70-79,920,132,2.36,0.34
6_Month,70-79,3220,872,3,0.81
1_Year,70-79,3289,915,2.8,0.78
All,70-79,3309,964,2.35,0.68
1_Month,80+,167,23,3.35,0.46
3_Month,80+,485,80,2.79,0.46
6_Month,80+,1861,483,3.65,0.95
1_Year,80+,1905,506,3.33,0.89
All,80+,1935,551,2.63,0.75
