age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2424,0,0,196.9,0,0,0,0,0,0
12-15,48,0,370,13.6,0,146.1,0,0,0,0,0,0
16-19,29,38,139,8,43.4,115.7,0,0,0,0,0,0
20-29,62,141,325,7.4,61.3,158.1,0,2,6,0,0.9,2.9
30-39,162,201,319,19.8,96.8,211.4,0,1,9,0,0.5,6
40-49,178,137,262,21.6,93,224.9,1,0,19,0.1,0,16.3
50-59,77,56,158,11.1,60.7,201.2,1,2,23,0.1,2.2,29.3
60-69,55,38,84,8.7,75.2,146.1,2,2,24,0.3,4,41.7
70-79,49,13,43,10.7,47.7,119.1,6,1,17,1.3,3.7,47.1
80-89,18,10,27,9,58.1,148.3,2,0,5,1,0,27.5
90+,4,1,4,9.3,13.6,58.4,1,0,1,2.3,0,14.6
