period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,947,3721,7.35,28.89
3_Month,5-11,1407,6673,3.96,18.8
6_Month,5-11,2952,44246,0.63,9.51
1_Year,5-11,2956,45922,0.49,7.64
All,5-11,2956,46166,0.42,6.57
1_Month,12-15,767,1089,9.64,13.69
3_Month,12-15,1195,1874,6.26,9.82
6_Month,12-15,7614,15908,3.36,7.03
1_Year,12-15,7715,17030,2.87,6.32
All,12-15,7715,17318,2.28,5.12
1_Month,16-19,1078,404,15.51,5.81
3_Month,16-19,1692,735,10.7,4.65
6_Month,16-19,12139,9135,6.56,4.94
1_Year,16-19,12364,10169,5.76,4.74
All,16-19,12379,10452,4.16,3.52
1_Month,20-29,2950,898,14.78,4.5
3_Month,20-29,4919,1773,10,3.61
6_Month,20-29,29072,16970,7.41,4.33
1_Year,20-29,29610,19186,6.39,4.14
All,20-29,29642,19646,4.8,3.18
1_Month,30-39,3180,1140,13.01,4.66
3_Month,30-39,5510,2142,8.6,3.34
6_Month,30-39,26797,15406,6.26,3.6
1_Year,30-39,27291,17032,5.44,3.4
All,30-39,27347,17355,4.43,2.81
1_Month,40-49,3342,887,12.92,3.43
3_Month,40-49,5335,1636,8.34,2.56
6_Month,40-49,23970,11435,6.02,2.87
1_Year,40-49,24366,12422,5.36,2.73
All,40-49,24434,12662,4.42,2.29
1_Month,50-59,2252,509,9.3,2.1
3_Month,50-59,3643,949,6.44,1.68
6_Month,50-59,15010,6170,5.46,2.25
1_Year,50-59,15219,6581,4.98,2.15
All,50-59,15269,6745,4.04,1.79
1_Month,60-69,1610,249,6.33,0.98
3_Month,60-69,2612,488,4.6,0.86
6_Month,60-69,8816,3225,4.38,1.6
1_Year,60-69,8962,3373,4.06,1.53
All,60-69,8998,3462,3.37,1.3
1_Month,70-79,996,96,4.38,0.42
3_Month,70-79,1503,185,3.27,0.4
6_Month,70-79,3898,947,3.21,0.78
1_Year,70-79,3978,989,3.01,0.75
All,70-79,3998,1040,2.58,0.67
1_Month,80+,543,58,5.15,0.55
3_Month,80+,844,115,3.94,0.54
6_Month,80+,2269,523,3.92,0.9
1_Year,80+,2314,546,3.61,0.85
All,80+,2345,591,2.92,0.73
