age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,996,149,2305,393.4,609.7,248.3,0,0,0,0,0,0
12-15,741,682,611,346.9,476.5,230.9,0,0,0,0,0,0
16-19,320,1728,318,175.3,639.6,244.2,0,0,0,0,0,0
20-29,415,5110,760,114.6,666.2,432.4,0,1,1,0,0.1,0.6
30-39,625,5991,909,166.1,863.9,712.9,0,2,1,0,0.3,0.8
40-49,858,6286,723,238.9,978.3,717.6,0,5,0,0,0.8,0
50-59,1155,5516,512,414.7,1042.2,848.3,0,7,2,0,1.3,3.3
60-69,4970,4324,481,1338.2,1386.5,825.1,18,13,10,4.8,4.2,17.2
70-79,6517,2378,340,1952.5,1475.9,1404,29,28,11,8.7,17.4,45.4
80+,3756,1032,310,2093.5,1268.5,1742.6,73,35,17,40.7,43,95.6
