instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-31T00:00:00.000Z
Tel Aviv Medical Center       ,82.3,99.5,2022-12-31T00:00:00.000Z
,,,2022-12-31T00:00:00.000Z
Yosephtal Hospital            ,31.3,49.2,2022-12-31T00:00:00.000Z
Hacarmel Hospital             ,54.7,71.6,2022-12-31T00:00:00.000Z
Soroka Medical Center         ,71.7,77.7,2022-12-31T00:00:00.000Z
Rabin K. Hasharon             ,82.5,58.9,2022-12-31T00:00:00.000Z
Bnei Ziom Medical Center      ,83.5,67.7,2022-12-31T00:00:00.000Z
Woolfson Medical Center       ,84.8,71.7,2022-12-31T00:00:00.000Z
      Ziv Hospital            ,84.4,63.7,2022-12-31T00:00:00.000Z
Assaf Harofeh Medical Center  ,87.3,66.2,2022-12-31T00:00:00.000Z
Hadassah Mount Scopus         ,88.9,78.5,2022-12-31T00:00:00.000Z
Rambam                        ,91.4,81.7,2022-12-31T00:00:00.000Z
Poriah Hospital               ,93.6,65.6,2022-12-31T00:00:00.000Z
Meir Hospital                 ,97.5,92.9,2022-12-31T00:00:00.000Z
Barzilai Medical Center       ,99,78,2022-12-31T00:00:00.000Z
Shmuel Harofe                 ,100,82.1,2022-12-31T00:00:00.000Z
Assuta Ashdod                 ,128.8,100.7,2022-12-31T00:00:00.000Z
,,,2022-12-31T00:00:00.000Z
Chaim Sheba Medical Center    ,105.4,100.8,2022-12-31T00:00:00.000Z
Hillel Yaffeh Medical Center  ,107.5,89.5,2022-12-31T00:00:00.000Z
Laniado                       ,107.7,96.4,2022-12-31T00:00:00.000Z
Shaare Zedek                  ,110.7,95.8,2022-12-31T00:00:00.000Z
Haemek Valley Center Hospital ,111,79.6,2022-12-31T00:00:00.000Z
Kaplan Hospital               ,115.3,96.6,2022-12-31T00:00:00.000Z
Nahariya                      ,119.5,84.6,2022-12-31T00:00:00.000Z
Hadassah Ein Kerem            ,133,92.6,2022-12-31T00:00:00.000Z
The Holy Family               ,,,2022-12-31T00:00:00.000Z
,,,2022-12-31T00:00:00.000Z
,,41.5,2022-12-31T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-31T00:00:00.000Z
,,,2022-12-31T00:00:00.000Z
Rabin K. Beilinson            ,139.6,95.5,2022-12-31T00:00:00.000Z
