age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8,22,62,143.7,9.8,6.6,0,0,0,0,0,0
12-15,7,39,23,122,12,8.3,0,0,0,0,0,0
16-19,9,148,32,244.6,33.7,23.5,0,0,0,0,0,0
20-29,13,368,40,121.4,32.9,23.8,0,0,1,0,0,0.6
30-39,16,333,58,147.1,31.5,46.7,0,1,0,0,0.1,0
40-49,21,358,65,157.1,36.2,67.9,0,1,0,0,0.1,0
50-59,21,403,45,120.6,50.7,84.9,1,3,4,5.7,0.4,7.6
60-69,52,945,60,217,143,108.5,0,14,3,0,2.1,5.4
70-79,106,1194,61,461.2,246.8,514.8,2,20,6,8.7,4.1,50.6
80+,40,868,59,352.6,344.6,394.3,2,27,5,17.6,10.7,33.4
