instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-18T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-18T00:00:00.000Z
,,,2023-01-18T00:00:00.000Z
Assuta Ashdod                 ,,,2023-01-18T00:00:00.000Z
Bnei Ziom Medical Center      ,97.5,86.1,2023-01-18T00:00:00.000Z
Barzilai Medical Center       ,105.2,81.3,2023-01-18T00:00:00.000Z
,,,2023-01-18T00:00:00.000Z
Hadassah Mount Scopus         ,100,86.9,2023-01-18T00:00:00.000Z
Hadassah Ein Kerem            ,127.2,99.4,2023-01-18T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-18T00:00:00.000Z
Hillel Yaffeh Medical Center  ,109.6,87.2,2023-01-18T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-18T00:00:00.000Z
The Holy Family               ,,,2023-01-18T00:00:00.000Z
,,,2023-01-18T00:00:00.000Z
Woolfson Medical Center       ,77,77.5,2023-01-18T00:00:00.000Z
      Ziv Hospital            ,95.8,80.8,2023-01-18T00:00:00.000Z
Yosephtal Hospital            ,,,2023-01-18T00:00:00.000Z
Laniado                       ,96.2,90.1,2023-01-18T00:00:00.000Z
Poriah Hospital               ,100,81.5,2023-01-18T00:00:00.000Z
Meir Hospital                 ,,,2023-01-18T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-18T00:00:00.000Z
Nahariya                      ,112.4,92,2023-01-18T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-18T00:00:00.000Z
,,,2023-01-18T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-18T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-18T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-18T00:00:00.000Z
Rambam                        ,107.6,91.9,2023-01-18T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2023-01-18T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-18T00:00:00.000Z
Assaf Harofeh Medical Center  ,100.4,77.2,2023-01-18T00:00:00.000Z
Shaare Zedek                  ,114.7,101.2,2023-01-18T00:00:00.000Z
