period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,116,211,20.75,37.75
3_Month,5-11,444,860,19.33,37.44
6_Month,5-11,1244,3245,13.33,34.78
1_Year,5-11,5126,44350,1.29,11.16
All,5-11,5397,53760,0.74,7.41
1_Month,12-15,179,87,36.02,17.51
3_Month,12-15,791,368,35.27,16.41
6_Month,12-15,1403,1014,23.56,17.03
1_Year,12-15,7999,13131,4.39,7.21
All,12-15,9757,19209,2.8,5.51
1_Month,16-19,786,75,52.37,5
3_Month,16-19,2208,264,47.29,5.65
6_Month,16-19,3370,594,36.09,6.36
1_Year,16-19,13424,6161,8.77,4.03
All,16-19,17145,11488,5.48,3.67
1_Month,20-29,1883,163,50.25,4.35
3_Month,20-29,5401,490,46.17,4.19
6_Month,20-29,9267,1333,33.44,4.81
1_Year,20-29,35412,13132,10.25,3.8
All,20-29,43178,22183,6.48,3.33
1_Month,30-39,1706,200,46.16,5.41
3_Month,30-39,5160,620,41.94,5.04
6_Month,30-39,9615,1718,29.98,5.36
1_Year,30-39,36313,14209,8.98,3.51
All,30-39,42019,20598,6.23,3.05
1_Month,40-49,1995,168,48.92,4.12
3_Month,40-49,6226,504,45.12,3.65
6_Month,40-49,10472,1384,31.02,4.1
1_Year,40-49,34145,10463,8.96,2.75
All,40-49,39449,15201,6.45,2.48
1_Month,50-59,1632,131,40.27,3.23
3_Month,50-59,5078,454,35.9,3.21
6_Month,50-59,8381,1005,24.55,2.94
1_Year,50-59,23658,5989,8.31,2.1
All,50-59,26825,8435,6.16,1.94
1_Month,60-69,1279,89,29.46,2.05
3_Month,60-69,4122,278,26.63,1.8
6_Month,60-69,6865,613,17.55,1.57
1_Year,60-69,16315,3263,7.03,1.41
All,60-69,18249,4469,5.5,1.35
1_Month,70-79,919,56,21.97,1.34
3_Month,70-79,2810,147,18.56,0.97
6_Month,70-79,4779,305,12.38,0.79
1_Year,70-79,9394,1170,5.71,0.71
All,70-79,10217,1515,4.72,0.7
1_Month,80+,689,61,20.22,1.79
3_Month,80+,1933,173,17.82,1.6
6_Month,80+,3405,323,13.53,1.28
1_Year,80+,6214,823,7.09,0.94
All,80+,6699,1008,5.68,0.85
