instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,73.7,57.3,2022-10-06T00:00:00.000Z
Soroka Medical Center         ,74.4,81.2,2022-10-06T00:00:00.000Z
Hacarmel Hospital             ,75.5,69.9,2022-10-06T00:00:00.000Z
Poriah Hospital               ,78.2,72.7,2022-10-06T00:00:00.000Z
Woolfson Medical Center       ,81.1,72.2,2022-10-06T00:00:00.000Z
Hillel Yaffeh Medical Center  ,82.9,69.9,2022-10-06T00:00:00.000Z
      Ziv Hospital            ,82.8,68.3,2022-10-06T00:00:00.000Z
Assaf Harofeh Medical Center  ,83.4,68.6,2022-10-06T00:00:00.000Z
Haemek Valley Center Hospital ,87.7,72.8,2022-10-06T00:00:00.000Z
Bnei Ziom Medical Center      ,88.4,75.5,2022-10-06T00:00:00.000Z
Meir Hospital                 ,90.5,90,2022-10-06T00:00:00.000Z
Yosephtal Hospital            ,93.8,58.5,2022-10-06T00:00:00.000Z
Chaim Sheba Medical Center    ,94.6,98.1,2022-10-06T00:00:00.000Z
Hadassah Mount Scopus         ,97.2,77.4,2022-10-06T00:00:00.000Z
Barzilai Medical Center       ,98.4,79.1,2022-10-06T00:00:00.000Z
Shmuel Harofe                 ,100,81.5,2022-10-06T00:00:00.000Z
Rambam                        ,106.6,85.7,2022-10-06T00:00:00.000Z
Kaplan Hospital               ,113.3,99.6,2022-10-06T00:00:00.000Z
Nahariya                      ,117.4,90.8,2022-10-06T00:00:00.000Z
Rabin K. Beilinson            ,122.5,97.6,2022-10-06T00:00:00.000Z
Hadassah Ein Kerem            ,127.2,90.6,2022-10-06T00:00:00.000Z
