age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,250,0,405,87.9,,43.8,0,0,0,0,,0
12-15,231,133,100,85.7,141.3,38.1,0,0,0,0,0,0
16-19,149,201,40,51.4,120.4,31,0,0,0,0,0,0
20-29,285,895,143,43.8,185.4,80.7,1,0,1,0.2,0,0.6
30-39,392,990,157,61.9,224.6,122.2,0,0,1,0,0,0.8
40-49,369,1051,141,61.5,260,138.5,1,1,2,0.2,0.2,2
50-59,434,958,116,92.6,281.8,187,0,2,3,0,0.6,4.8
60-69,1538,623,131,319.3,307.6,221.8,9,4,1,1.9,2,1.7
70-79,1885,322,97,488.8,298.7,365.6,23,4,2,6,3.7,7.5
80+,971,125,67,474.8,220.4,373.3,18,5,2,8.8,8.8,11.1
