instituteDesc,occupancy,gOccupancy,occupancyDate
Poriah Hospital               ,64.1,77.2,2022-08-22T00:00:00.000Z
Soroka Medical Center         ,70.5,79.9,2022-08-22T00:00:00.000Z
Woolfson Medical Center       ,84,77.6,2022-08-22T00:00:00.000Z
Assaf Harofeh Medical Center  ,86.9,72.2,2022-08-22T00:00:00.000Z
Hillel Yaffeh Medical Center  ,95.2,91.3,2022-08-22T00:00:00.000Z
Shmuel Harofe                 ,102.8,83.9,2022-08-22T00:00:00.000Z
Rambam                        ,105.6,89.4,2022-08-22T00:00:00.000Z
Chaim Sheba Medical Center    ,112.1,110.7,2022-08-22T00:00:00.000Z
Assuta Ashdod                 ,113.6,101.4,2022-08-22T00:00:00.000Z
Barzilai Medical Center       ,113,88.6,2022-08-22T00:00:00.000Z
Nahariya                      ,118.4,96.3,2022-08-22T00:00:00.000Z
