period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,389,1158,11.3,33.62
3_Month,5-11,2712,9906,8.52,31.12
6_Month,5-11,3482,15771,3.96,17.96
1_Year,5-11,4685,51623,0.79,8.76
All,5-11,4685,52245,0.65,7.24
1_Month,12-15,229,258,14.84,16.72
3_Month,12-15,1745,2370,11.42,15.51
6_Month,12-15,2672,3930,6.28,9.24
1_Year,12-15,8651,17985,3.26,6.79
All,12-15,8665,18590,2.51,5.39
1_Month,16-19,610,167,25.74,7.05
3_Month,16-19,3313,1086,19.53,6.4
6_Month,16-19,4707,1756,11.39,4.25
1_Year,16-19,14474,10593,6.69,4.89
All,16-19,14585,11129,4.75,3.63
1_Month,20-29,2039,456,23.64,5.29
3_Month,20-29,10117,2785,19.02,5.23
6_Month,20-29,14501,4305,11.77,3.49
1_Year,20-29,36556,20561,7.7,4.33
All,20-29,36744,21516,5.65,3.31
1_Month,30-39,2281,584,22.25,5.7
3_Month,30-39,11536,3555,17.47,5.38
6_Month,30-39,15945,5208,10.76,3.51
1_Year,30-39,35441,19078,6.81,3.67
All,30-39,35627,19740,5.42,3
1_Month,40-49,2063,444,20.45,4.4
3_Month,40-49,10825,2702,16.27,4.06
6_Month,40-49,14584,3933,10.05,2.71
1_Year,40-49,31661,14008,6.67,2.95
All,40-49,31855,14455,5.38,2.44
1_Month,50-59,1584,254,16.04,2.57
3_Month,50-59,7693,1602,12.19,2.54
6_Month,50-59,10269,2330,8.22,1.87
1_Year,50-59,20537,7579,6.21,2.29
All,50-59,20665,7828,4.98,1.88
1_Month,60-69,1260,168,11.02,1.47
3_Month,60-69,5791,905,8.44,1.32
6_Month,60-69,7395,1288,6.14,1.07
1_Year,60-69,13032,3970,5.15,1.57
All,60-69,13140,4101,4.25,1.33
1_Month,70-79,864,71,8.04,0.66
3_Month,70-79,3632,381,5.92,0.62
6_Month,70-79,4340,506,4.5,0.52
1_Year,70-79,6562,1248,4.01,0.76
All,70-79,6612,1317,3.43,0.68
1_Month,80+,762,84,10.8,1.19
3_Month,80+,2472,261,7.43,0.78
6_Month,80+,2888,346,5.88,0.7
1_Year,80+,4204,740,5.07,0.89
All,80+,4261,796,4.16,0.78
