age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13,74,217,116.3,32.7,23.2,0,0,0,0,0,0
12-15,6,89,74,39.6,27.5,27.2,0,0,0,0,0,0
16-19,12,237,51,77.7,55,38.3,0,0,0,0,0,0
20-29,28,819,165,63.1,75.6,96.2,0,4,2,0,0.4,1.2
30-39,33,843,197,68.5,82.7,157.6,0,1,1,0,0.1,0.8
40-49,40,966,140,83.6,101.4,142.5,0,1,0,0,0.1,0
50-59,51,960,132,109,125.8,234.6,1,4,4,2.1,0.5,7.1
60-69,139,2250,203,331.9,350.3,360,0,26,4,0,4,7.1
70-79,137,2587,170,447.6,549.7,976,3,33,5,9.8,7,28.7
80+,116,2190,205,791.5,885.6,1255.5,3,42,14,20.5,17,85.7
