period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,217,1053,3.67,17.82
3_Month,5-11,769,5869,1.37,10.48
6_Month,5-11,1972,40601,0.43,8.81
1_Year,5-11,1972,42093,0.34,7.17
All,5-11,1972,42318,0.29,6.14
1_Month,12-15,182,258,5.55,7.87
3_Month,12-15,930,1561,3.41,5.73
6_Month,12-15,6863,14892,3.11,6.74
1_Year,12-15,6922,15938,2.65,6.1
All,12-15,6922,16189,2.1,4.91
1_Month,16-19,198,93,8.56,4.02
3_Month,16-19,1394,671,5.72,2.76
6_Month,16-19,11062,8776,6.17,4.9
1_Year,16-19,11248,9759,5.43,4.71
All,16-19,11259,10039,3.88,3.46
1_Month,20-29,634,201,8.99,2.85
3_Month,20-29,4387,1515,6.27,2.17
6_Month,20-29,26145,16156,6.98,4.31
1_Year,20-29,26579,18262,6.01,4.13
All,20-29,26610,18717,4.46,3.14
1_Month,30-39,690,233,7.34,2.48
3_Month,30-39,4413,1654,5.37,2.01
6_Month,30-39,23654,14337,5.83,3.53
1_Year,30-39,24029,15861,5.05,3.33
All,30-39,24080,16178,4.07,2.74
1_Month,40-49,619,158,6.45,1.65
3_Month,40-49,3756,1233,4.78,1.57
6_Month,40-49,20637,10585,5.52,2.83
1_Year,40-49,20949,11510,4.9,2.69
All,40-49,21007,11746,4,2.23
1_Month,50-59,435,83,5.13,0.98
3_Month,50-59,2580,728,4.18,1.18
6_Month,50-59,12739,5670,5.08,2.26
1_Year,50-59,12910,6054,4.6,2.16
All,50-59,12956,6217,3.68,1.77
1_Month,60-69,311,46,3.5,0.52
3_Month,60-69,1603,383,3.09,0.74
6_Month,60-69,7186,2971,4.09,1.69
1_Year,60-69,7296,3111,3.76,1.6
All,60-69,7329,3194,3.05,1.33
1_Month,70-79,167,22,2.28,0.3
3_Month,70-79,708,127,2.01,0.36
6_Month,70-79,2887,843,2.95,0.86
1_Year,70-79,2953,886,2.74,0.82
All,70-79,2973,934,2.27,0.71
1_Month,80+,114,18,3.46,0.55
3_Month,80+,419,83,2.64,0.52
6_Month,80+,1713,463,3.65,0.99
1_Year,80+,1759,485,3.32,0.92
All,80+,1787,530,2.58,0.76
