instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-29T00:00:00.000Z
Tel Aviv Medical Center       ,80.3,117.2,2022-12-29T00:00:00.000Z
,,,2022-12-29T00:00:00.000Z
Yosephtal Hospital            ,31.3,33.8,2022-12-29T00:00:00.000Z
Hacarmel Hospital             ,55.7,78.7,2022-12-29T00:00:00.000Z
Soroka Medical Center         ,66.3,78.8,2022-12-29T00:00:00.000Z
Woolfson Medical Center       ,69.3,69.4,2022-12-29T00:00:00.000Z
Bnei Ziom Medical Center      ,71.9,82.7,2022-12-29T00:00:00.000Z
Rabin K. Hasharon             ,71.9,61.8,2022-12-29T00:00:00.000Z
Poriah Hospital               ,75.6,68.2,2022-12-29T00:00:00.000Z
Assaf Harofeh Medical Center  ,78,73.7,2022-12-29T00:00:00.000Z
Meir Hospital                 ,79.5,81.9,2022-12-29T00:00:00.000Z
      Ziv Hospital            ,82.8,69.2,2022-12-29T00:00:00.000Z
Barzilai Medical Center       ,83.3,80,2022-12-29T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,75.7,2022-12-29T00:00:00.000Z
Rambam                        ,86.4,89.4,2022-12-29T00:00:00.000Z
Hillel Yaffeh Medical Center  ,87,85.4,2022-12-29T00:00:00.000Z
Laniado                       ,91,109.7,2022-12-29T00:00:00.000Z
Haemek Valley Center Hospital ,101.3,74.1,2022-12-29T00:00:00.000Z
Hadassah Ein Kerem            ,112.6,95.6,2022-12-29T00:00:00.000Z
Assuta Ashdod                 ,125.4,117.1,2022-12-29T00:00:00.000Z
,,,2022-12-29T00:00:00.000Z
The Holy Family               ,,,2022-12-29T00:00:00.000Z
,,,2022-12-29T00:00:00.000Z
,,40.8,2022-12-29T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-29T00:00:00.000Z
Nahariya                      ,96.3,82.2,2022-12-29T00:00:00.000Z
,,,2022-12-29T00:00:00.000Z
Kaplan Hospital               ,94,85.5,2022-12-29T00:00:00.000Z
Shaare Zedek                  ,98.7,106.3,2022-12-29T00:00:00.000Z
Shmuel Harofe                 ,100,83.3,2022-12-29T00:00:00.000Z
Chaim Sheba Medical Center    ,111.7,101.3,2022-12-29T00:00:00.000Z
Rabin K. Beilinson            ,128.6,96.5,2022-12-29T00:00:00.000Z
