age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,292,0,543,102.5,,58.7,0,0,0,0,,0
12-15,275,152,150,101.2,164.5,57.3,0,0,0,0,0,0
16-19,249,97,42,66.4,118.5,32.6,0,0,0,0,0,0
20-29,833,377,165,87.8,204.8,93,1,0,1,0.1,0,0.6
30-39,978,563,197,107.7,339.4,153.2,0,0,1,0,0,0.8
40-49,1043,584,152,118.1,481.4,149,0,1,2,0,0.8,2
50-59,1098,582,125,150.7,727.8,200.6,0,2,2,0,2.5,3.2
60-69,1856,342,138,288.1,855.5,233.1,9,4,2,1.4,10,3.4
70-79,2012,168,119,424.9,861.5,441.5,17,6,5,3.6,30.8,18.6
80+,1108,76,65,447.8,552.4,361.6,20,5,1,8.1,36.3,5.6
