age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,1860,0,0,161.9,0,0,0,0,0,0
12-15,85,0,297,23.9,0,117.7,0,0,0,0,0,0
16-19,31,35,69,8.4,41.4,57.6,0,0,0,0,0,0
20-29,56,69,103,6.6,30.4,51,0,1,6,0,0.4,3
30-39,132,100,109,16,48.9,73.4,1,0,6,0.1,0,4
40-49,137,80,100,16.5,55.2,87.2,0,1,19,0,0.7,16.6
50-59,67,21,56,9.7,23,73,2,1,21,0.3,1.1,27.4
60-69,41,14,34,6.5,27.9,60,3,3,15,0.5,6,26.5
70-79,23,7,31,5,25.8,90.1,4,1,11,0.9,3.7,32
80-89,12,4,20,6,23.3,113.5,1,1,2,0.5,5.8,11.3
90+,0,1,6,0,13.5,91.5,0,0,3,0,0,45.8
