day_date,age_group,verified_amount_vaccinated,verified_amount_expired,verified_amount_not_vaccinated,verified_vaccinated_normalized,verified_expired_normalized,verified_not_vaccinated_normalized
2021-01-17T00:00:00.000Z,כלל האוכלוסיה,0,0,1284,0,0,18
2021-01-17T00:00:00.000Z,מעל גיל 60,0,0,86,0,0,18.2
2021-01-17T00:00:00.000Z,מתחת לגיל 60,0,0,1198,0,0,18
2021-01-18T00:00:00.000Z,כלל האוכלוסיה,2,0,1623,4.4,0,23
2021-01-18T00:00:00.000Z,מעל גיל 60,2,0,104,9.9,0,22.3
2021-01-18T00:00:00.000Z,מתחת לגיל 60,0,0,1519,0,0,23
2021-01-19T00:00:00.000Z,מעל גיל 60,1,0,97,2.3,0,21.1
2021-01-19T00:00:00.000Z,כלל האוכלוסיה,2,0,1397,2.4,0,20
2021-01-19T00:00:00.000Z,מתחת לגיל 60,1,0,1300,2.6,0,19.9
2021-01-20T00:00:00.000Z,כלל האוכלוסיה,6,0,1648,4.3,0,23.8
2021-01-20T00:00:00.000Z,מתחת לגיל 60,4,0,1554,7.3,0,24.1
2021-01-20T00:00:00.000Z,מעל גיל 60,2,0,92,2.4,0,20.3
2021-01-21T00:00:00.000Z,כלל האוכלוסיה,5,0,1495,2.4,0,21.9
2021-01-21T00:00:00.000Z,מתחת לגיל 60,2,0,1403,2.8,0,21.9
2021-01-21T00:00:00.000Z,מעל גיל 60,3,0,92,2.2,0,20.6
2021-01-22T00:00:00.000Z,מתחת לגיל 60,3,0,1556,3.7,0,24.5
2021-01-22T00:00:00.000Z,כלל האוכלוסיה,7,0,1637,2.8,0,24.1
2021-01-22T00:00:00.000Z,מעל גיל 60,4,0,81,2.4,0,18.3
2021-01-23T00:00:00.000Z,מעל גיל 60,2,0,48,1.1,0,10.9
2021-01-23T00:00:00.000Z,כלל האוכלוסיה,4,0,658,1.5,0,9.7
2021-01-23T00:00:00.000Z,מתחת לגיל 60,2,0,610,2.4,0,9.6
2021-01-24T00:00:00.000Z,מעל גיל 60,7,0,73,2.8,0,16.8
2021-01-24T00:00:00.000Z,כלל האוכלוסיה,9,0,1113,2.5,0,16.6
2021-01-24T00:00:00.000Z,מתחת לגיל 60,2,0,1040,1.9,0,16.6
2021-01-25T00:00:00.000Z,כלל האוכלוסיה,31,0,1869,6.5,0,28.3
2021-01-25T00:00:00.000Z,מעל גיל 60,21,0,100,6.3,0,23.5
2021-01-25T00:00:00.000Z,מתחת לגיל 60,10,0,1768,6.8,0,28.6
2021-01-26T00:00:00.000Z,מעל גיל 60,15,0,85,3.5,0,20.2
2021-01-26T00:00:00.000Z,כלל האוכלוסיה,27,0,1637,4.4,0,25.1
2021-01-26T00:00:00.000Z,מתחת לגיל 60,12,0,1549,6.2,0,25.3
2021-01-27T00:00:00.000Z,כלל האוכלוסיה,45,0,1554,5.9,0,24.1
2021-01-27T00:00:00.000Z,מתחת לגיל 60,17,0,1470,6.8,0,24.3
2021-01-27T00:00:00.000Z,מעל גיל 60,28,0,83,5.5,0,20.1
2021-01-28T00:00:00.000Z,מעל גיל 60,50,0,94,8.3,0,23
2021-01-28T00:00:00.000Z,מתחת לגיל 60,23,0,1363,7.2,0,22.8
2021-01-28T00:00:00.000Z,כלל האוכלוסיה,73,0,1458,7.9,0,22.9
2021-01-29T00:00:00.000Z,מתחת לגיל 60,15,0,1168,4.2,0,19.7
2021-01-29T00:00:00.000Z,מעל גיל 60,29,0,50,4.5,0,12.3
2021-01-29T00:00:00.000Z,כלל האוכלוסיה,44,0,1218,4.4,0,19.2
2021-01-30T00:00:00.000Z,מתחת לגיל 60,4,0,466,1.1,0,7.9
2021-01-30T00:00:00.000Z,כלל האוכלוסיה,13,0,505,1.2,0,8
2021-01-30T00:00:00.000Z,מעל גיל 60,9,0,38,1.3,0,9.4
2021-01-31T00:00:00.000Z,כלל האוכלוסיה,37,0,1066,3.1,0,17.1
2021-01-31T00:00:00.000Z,מעל גיל 60,17,0,64,2.3,0,16
2021-01-31T00:00:00.000Z,מתחת לגיל 60,20,0,1002,4.5,0,17.2
