age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2300,0,0,195.4,0,0,0,0,0,0
12-15,79,0,347,22.3,0,137.4,0,0,0,0,0,0
16-19,27,34,100,7.4,39.7,83.6,0,0,1,0,0,0.8
20-29,81,126,239,9.5,55.2,117.6,0,1,6,0,0.4,3
30-39,160,177,217,19.5,86,145.3,1,1,7,0.1,0.5,4.7
40-49,178,121,179,21.5,82.9,155.3,0,1,19,0,0.7,16.5
50-59,87,31,109,12.6,33.8,141,1,2,22,0.1,2.2,28.5
60-69,47,27,72,7.4,53.6,126.4,2,2,19,0.3,4,33.3
70-79,39,9,39,8.5,33.1,111.3,5,2,12,1.1,7.4,34.3
80-89,24,9,25,12,52.4,140.1,2,2,4,1,11.7,22.4
90+,1,2,3,2.3,27.2,45,0,0,1,0,0,15
