instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-01T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Assuta Ashdod                 ,128.8,103.4,2022-11-01T00:00:00.000Z
Bnei Ziom Medical Center      ,,,2022-11-01T00:00:00.000Z
Barzilai Medical Center       ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Hadassah Mount Scopus         ,,,2022-11-01T00:00:00.000Z
Hadassah Ein Kerem            ,,,2022-11-01T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-01T00:00:00.000Z
Hillel Yaffeh Medical Center  ,,,2022-11-01T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-01T00:00:00.000Z
The Holy Family               ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Woolfson Medical Center       ,,,2022-11-01T00:00:00.000Z
      Ziv Hospital            ,,,2022-11-01T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-01T00:00:00.000Z
Laniado                       ,,,2022-11-01T00:00:00.000Z
Meir Hospital                 ,,,2022-11-01T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-01T00:00:00.000Z
Nahariya                      ,,,2022-11-01T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-01T00:00:00.000Z
,,,2022-11-01T00:00:00.000Z
Poriah Hospital               ,,,2022-11-01T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-01T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-01T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-01T00:00:00.000Z
Rambam                        ,,,2022-11-01T00:00:00.000Z
Chaim Sheba Medical Center    ,111.3,109.3,2022-11-01T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-01T00:00:00.000Z
Assaf Harofeh Medical Center  ,,,2022-11-01T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-01T00:00:00.000Z
