age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,11,63,103,216.7,28.4,10.9,0,0,0,0,0,0
12-15,6,89,40,112.9,27.6,14.2,0,0,0,0,0,0
16-19,11,240,32,316.1,54.8,23.3,1,0,0,28.7,0,0
20-29,18,555,47,185.8,49.5,28.2,0,0,1,0,0,0.6
30-39,18,414,68,163.2,39.2,54.9,0,0,0,0,0,0
40-49,21,532,42,147.3,53.8,44.3,0,2,0,0,0.2,0
50-59,32,542,46,164.9,68.2,89.1,0,2,2,0,0.3,3.9
60-69,74,934,68,233.7,142.9,124,0,8,1,0,1.2,1.8
70-79,144,1090,58,357.9,232.5,615.7,1,13,4,2.5,2.8,42.5
80+,86,792,78,403.6,326.5,545.3,2,19,9,9.4,7.8,62.9
