period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,1306,37393,0.2,5.81
1_Year,5-11,1306,37303,0.24,6.74
6_Month,5-11,1306,36600,0.27,7.45
3_Month,5-11,1306,35693,0.32,8.64
1_Month,5-11,590,11785,0.46,9.14
1_Year,12-15,6215,14648,2.53,5.97
6_Month,12-15,6170,14035,2.81,6.39
3_Month,12-15,6118,13558,3.09,6.85
1_Month,12-15,1752,3077,3.26,5.73
All,12-15,6215,14775,2.02,4.81
All,16-19,10137,9416,3.76,3.49
1_Year,16-19,10128,9169,5.32,4.81
3_Month,16-19,9887,8208,6.23,5.17
1_Month,16-19,2262,1062,5.74,2.69
6_Month,16-19,9972,8682,5.76,5.02
1_Year,20-29,22793,16929,5.86,4.35
3_Month,20-29,22206,14870,7.11,4.76
All,20-29,22805,17296,4.26,3.23
6_Month,20-29,22484,15978,6.52,4.63
1_Month,20-29,5070,2035,6.84,2.74
1_Year,30-39,20222,14402,4.92,3.5
6_Month,30-39,19968,13746,5.42,3.73
1_Month,30-39,5378,2345,5.55,2.42
3_Month,30-39,19716,12891,5.92,3.87
All,30-39,20229,14635,3.9,2.82
1_Year,40-49,17740,10405,4.88,2.86
6_Month,40-49,17518,10024,5.34,3.06
3_Month,40-49,17325,9501,5.7,3.12
1_Month,40-49,4488,1655,5,1.84
All,40-49,17753,10581,3.89,2.32
1_Month,50-59,2798,864,4.87,1.5
6_Month,50-59,10566,5228,5.12,2.53
3_Month,50-59,10465,5008,5.36,2.56
1_Year,50-59,10706,5377,4.69,2.35
All,50-59,10717,5513,3.61,1.86
1_Month,60-69,1432,457,3.85,1.23
All,60-69,5850,2823,3.03,1.46
1_Year,60-69,5842,2761,3.93,1.86
6_Month,60-69,5749,2693,4.28,2.01
3_Month,60-69,5700,2627,4.45,2.05
All,70-79,2330,818,2.37,0.83
6_Month,70-79,2272,754,3.33,1.11
3_Month,70-79,2240,734,3.43,1.12
1_Month,70-79,527,164,2.7,0.84
1_Year,70-79,2323,782,3.04,1.02
1_Month,80-89,229,81,2.88,1.02
3_Month,80-89,983,312,3.86,1.22
6_Month,80-89,995,321,3.69,1.19
1_Year,80-89,1025,329,3.32,1.07
All,80-89,1035,357,2.43,0.84
1_Month,90+,69,19,3.39,0.93
3_Month,90+,346,79,5.12,1.17
6_Month,90+,351,79,4.89,1.1
1_Year,90+,369,83,4.48,1.01
All,90+,372,94,3.07,0.78
