instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-09T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-09T00:00:00.000Z
,,,2022-11-09T00:00:00.000Z
Assuta Ashdod                 ,,,2022-11-09T00:00:00.000Z
Bnei Ziom Medical Center      ,90.1,92.6,2022-11-09T00:00:00.000Z
Barzilai Medical Center       ,94.8,81,2022-11-09T00:00:00.000Z
,,,2022-11-09T00:00:00.000Z
Hadassah Mount Scopus         ,88.9,85.1,2022-11-09T00:00:00.000Z
Hadassah Ein Kerem            ,124.3,102.8,2022-11-09T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-09T00:00:00.000Z
Hillel Yaffeh Medical Center  ,81.5,84.3,2022-11-09T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-09T00:00:00.000Z
The Holy Family               ,,,2022-11-09T00:00:00.000Z
,,,2022-11-09T00:00:00.000Z
Woolfson Medical Center       ,71.7,72.3,2022-11-09T00:00:00.000Z
      Ziv Hospital            ,71.9,78.7,2022-11-09T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-09T00:00:00.000Z
Laniado                       ,94.9,86.9,2022-11-09T00:00:00.000Z
Meir Hospital                 ,,,2022-11-09T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-09T00:00:00.000Z
Nahariya                      ,108.9,90.2,2022-11-09T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-09T00:00:00.000Z
,,,2022-11-09T00:00:00.000Z
Poriah Hospital               ,70.5,81.4,2022-11-09T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-09T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-09T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-09T00:00:00.000Z
Rambam                        ,97,87.6,2022-11-09T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-11-09T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-09T00:00:00.000Z
Assaf Harofeh Medical Center  ,82.2,70.3,2022-11-09T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-09T00:00:00.000Z
