age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,167,337,1322,169.9,207.3,141.8,0,0,0,0,0,0
12-15,45,434,253,54.8,162.5,94.4,0,0,0,0,0,0
16-19,40,943,203,47.7,257.8,154.2,0,0,0,0,0,0
20-29,176,3602,738,91.8,384.5,425.4,0,1,1,0,0.1,0.6
30-39,231,4128,757,116.5,474.2,600.1,0,5,0,0,0.6,0
40-49,305,4008,646,163.4,491.9,651.2,1,3,2,0.5,0.4,2
50-59,485,4196,486,321.7,637.7,832.2,0,9,2,0,1.4,3.4
60-69,954,7733,608,864.6,1348.4,1063.7,8,35,12,7.3,6.1,21
70-79,1084,7535,477,1443.2,1781.1,2303.1,9,66,13,12,15.6,62.8
80+,906,5612,550,2426.7,2503.8,3250.4,29,107,34,77.7,47.7,200.9
