period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1509,5566,9.03,33.32
3_Month,5-11,2605,10044,7.59,29.25
6_Month,5-11,3855,31748,1.42,11.69
1_Year,5-11,4391,51078,0.72,8.35
All,5-11,4391,51449,0.61,7.16
1_Month,12-15,837,1117,13.52,18.04
3_Month,12-15,1740,2396,10.3,14.19
6_Month,12-15,5006,8221,4.2,6.9
1_Year,12-15,8505,18002,3.11,6.59
All,12-15,8506,18365,2.47,5.34
1_Month,16-19,1869,590,21.89,6.91
3_Month,16-19,3047,1043,17.89,6.12
6_Month,16-19,7698,3441,7.76,3.47
1_Year,16-19,14114,10712,6.37,4.84
All,16-19,14150,11016,4.64,3.61
1_Month,20-29,5927,1625,21.42,5.87
3_Month,20-29,9132,2641,17.4,5.03
6_Month,20-29,20806,7391,9.06,3.22
1_Year,20-29,35219,20687,7.23,4.25
All,20-29,35281,21197,5.48,3.29
1_Month,30-39,6933,2070,19.84,5.92
3_Month,30-39,10445,3322,15.84,5.04
6_Month,30-39,22251,8582,7.94,3.06
1_Year,30-39,33887,18940,6.37,3.56
All,30-39,33974,19299,5.23,2.97
1_Month,40-49,6208,1556,18.27,4.58
3_Month,40-49,9787,2511,14.67,3.76
6_Month,40-49,19689,6332,7.39,2.38
1_Year,40-49,30206,13862,6.25,2.87
All,40-49,30305,14123,5.18,2.41
1_Month,50-59,4426,953,13.72,2.95
3_Month,50-59,6870,1484,10.99,2.37
6_Month,50-59,13156,3579,6.58,1.79
1_Year,50-59,19415,7461,5.81,2.23
All,50-59,19481,7641,4.78,1.87
1_Month,60-69,3347,548,9.52,1.56
3_Month,60-69,5100,819,7.6,1.22
6_Month,60-69,8551,1901,5.21,1.16
1_Year,60-69,12132,3876,4.81,1.54
All,60-69,12183,3974,4.06,1.32
1_Month,70-79,2009,239,6.55,0.78
3_Month,70-79,3079,349,5.23,0.59
6_Month,70-79,4419,692,3.86,0.6
1_Year,70-79,5895,1217,3.69,0.76
All,70-79,5919,1270,3.21,0.69
1_Month,80+,1404,150,7.96,0.85
3_Month,80+,1975,224,6.51,0.74
6_Month,80+,2747,421,4.8,0.74
1_Year,80+,3637,694,4.54,0.87
All,80+,3669,740,3.78,0.76
