age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,12444,11,53538,5101.8,,5875.7,0,0,1,0,,0.1
12-15,19754,791,12420,5566.9,4989.6,5142.2,1,0,3,0.3,0,1.2
16-19,19026,3420,5814,4735.6,5718.9,5075.9,1,0,2,0.2,0,1.7
20-29,36973,8421,10255,3948.6,4952.9,5558.5,5,1,10,0.5,0.6,5.4
30-39,42393,9563,10911,4742.7,6226.8,8049.7,11,3,11,1.2,2,8.1
40-49,42055,6083,7995,4791.6,5500.6,7596.8,8,3,24,0.9,2.7,22.8
50-59,28054,3162,4500,3879.7,4349.1,6566.7,39,16,46,5.4,22,67.1
60-69,21118,1886,2976,3266.1,4525.3,5547.6,81,23,64,12.5,55.2,119.3
70-79,11840,822,1572,2503.5,3532.6,5717.6,133,34,96,28.1,146.1,349.2
80-89,5642,373,839,2719.1,2441.6,6299.7,171,33,108,82.4,216,810.9
90+,1810,105,308,3904.1,1487.5,8390.1,61,10,44,131.6,141.7,1198.6
