period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,634,22779,0.13,4.7
1_Year,5-11,634,22729,0.15,5.47
6_Month,5-11,634,22554,0.17,5.99
3_Month,5-11,634,21260,0.24,8.15
1_Month,5-11,627,20932,0.26,8.52
All,12-15,4026,10864,1.67,4.51
1_Year,12-15,4026,10780,2.11,5.64
6_Month,12-15,4020,10628,2.37,6.26
3_Month,12-15,3940,9742,2.96,7.31
1_Month,12-15,3871,9579,3.01,7.45
1_Month,16-19,6962,6734,6.49,6.28
3_Month,16-19,7045,6834,6.43,6.24
6_Month,16-19,7241,7709,5.33,5.68
1_Year,16-19,7269,7817,4.71,5.07
All,16-19,7272,8002,3.31,3.64
1_Month,20-29,15633,12026,7.29,5.61
3_Month,20-29,15814,12226,7.2,5.57
6_Month,20-29,16334,14094,5.77,4.98
1_Year,20-29,16375,14341,5.07,4.44
All,20-29,16381,14582,3.71,3.31
3_Month,30-39,12965,9873,6.02,4.59
All,30-39,13442,11555,3.37,2.9
1_Year,30-39,13439,11410,4.31,3.66
6_Month,30-39,13385,11215,4.78,4.01
1_Month,30-39,12783,9707,6.11,4.64
All,40-49,12138,8365,3.51,2.42
1_Year,40-49,12131,8255,4.53,3.08
6_Month,40-49,12079,8126,4.96,3.34
3_Month,40-49,11748,7330,6.02,3.76
1_Month,40-49,11598,7216,6.11,3.8
All,50-59,7213,4373,3.2,1.94
1_Year,50-59,7212,4280,4.31,2.56
6_Month,50-59,7166,4208,4.73,2.78
3_Month,50-59,6984,3893,5.59,3.11
1_Month,50-59,6907,3841,5.65,3.14
All,60-69,4045,2205,2.76,1.5
1_Year,60-69,4040,2156,3.76,2.01
6_Month,60-69,4006,2116,4.09,2.16
3_Month,60-69,3905,2017,4.75,2.46
1_Month,60-69,3847,1995,4.79,2.48
1_Month,70-79,1558,521,3.85,1.29
6_Month,70-79,1640,558,3.3,1.12
3_Month,70-79,1577,525,3.81,1.27
1_Year,70-79,1656,576,3.03,1.05
All,70-79,1660,606,2.23,0.81
All,80-89,734,262,2.25,0.8
1_Year,80-89,726,235,3.25,1.05
6_Month,80-89,716,230,3.61,1.16
3_Month,80-89,683,221,4.35,1.41
1_Month,80-89,680,218,4.42,1.42
All,90+,275,71,2.88,0.74
1_Year,90+,273,62,4.51,1.02
3_Month,90+,252,55,5.99,1.31
1_Month,90+,250,55,6.04,1.33
6_Month,90+,266,59,5.01,1.11
