instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-10-22T00:00:00.000Z
Tel Aviv Medical Center       ,94,100.5,2022-10-22T00:00:00.000Z
,,,2022-10-22T00:00:00.000Z
Assuta Ashdod                 ,,,2022-10-22T00:00:00.000Z
Yosephtal Hospital            ,56.3,30.8,2022-10-22T00:00:00.000Z
Rabin K. Hasharon             ,70.2,56.4,2022-10-22T00:00:00.000Z
Soroka Medical Center         ,72.1,73.4,2022-10-22T00:00:00.000Z
Assaf Harofeh Medical Center  ,81.1,65.2,2022-10-22T00:00:00.000Z
Hacarmel Hospital             ,84.9,72.2,2022-10-22T00:00:00.000Z
Bnei Ziom Medical Center      ,90.1,75.3,2022-10-22T00:00:00.000Z
Barzilai Medical Center       ,94.8,73.5,2022-10-22T00:00:00.000Z
,,,2022-10-22T00:00:00.000Z
Hadassah Mount Scopus         ,75,67,2022-10-22T00:00:00.000Z
      Ziv Hospital            ,78.1,66.6,2022-10-22T00:00:00.000Z
Woolfson Medical Center       ,81.6,70,2022-10-22T00:00:00.000Z
Haemek Valley Center Hospital ,97.4,69.5,2022-10-22T00:00:00.000Z
Hillel Yaffeh Medical Center  ,102.1,77.5,2022-10-22T00:00:00.000Z
Kaplan Hospital               ,102.7,91.7,2022-10-22T00:00:00.000Z
Meir Hospital                 ,103.5,94.5,2022-10-22T00:00:00.000Z
Rambam                        ,104.5,84.9,2022-10-22T00:00:00.000Z
Hadassah Ein Kerem            ,119.4,88,2022-10-22T00:00:00.000Z
The Holy Family               ,,,2022-10-22T00:00:00.000Z
,,,2022-10-22T00:00:00.000Z
Laniado                       ,110.3,97.5,2022-10-22T00:00:00.000Z
,,39.7,2022-10-22T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-10-22T00:00:00.000Z
Nahariya                      ,104.7,79.9,2022-10-22T00:00:00.000Z
,,,2022-10-22T00:00:00.000Z
Poriah Hospital               ,83.3,71,2022-10-22T00:00:00.000Z
Shmuel Harofe                 ,102.8,81.2,2022-10-22T00:00:00.000Z
Chaim Sheba Medical Center    ,110.5,107.1,2022-10-22T00:00:00.000Z
Rabin K. Beilinson            ,130.4,94.6,2022-10-22T00:00:00.000Z
Shaare Zedek                  ,,,2022-10-22T00:00:00.000Z
