period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,68,135,14.72,29.22
3_Month,5-11,694,1917,12.11,33.44
6_Month,5-11,3215,11645,8.06,29.18
1_Year,5-11,4966,51240,0.99,10.22
All,5-11,4966,52918,0.69,7.32
1_Month,12-15,85,61,20.48,14.7
3_Month,12-15,574,542,17.7,16.71
6_Month,12-15,2259,2888,11.17,14.28
1_Year,12-15,8936,17557,3.73,7.34
All,12-15,8993,18850,2.6,5.44
1_Month,16-19,180,35,30.72,5.97
3_Month,16-19,1028,266,26.09,6.75
6_Month,16-19,3917,1275,18.81,6.12
1_Year,16-19,14773,9982,7.45,5.03
All,16-19,14980,11225,4.86,3.64
1_Month,20-29,489,73,28.01,4.18
3_Month,20-29,3279,682,24.63,5.12
6_Month,20-29,11899,3185,18.37,4.92
1_Year,20-29,37405,19187,8.63,4.42
All,20-29,37879,21705,5.79,3.32
1_Month,30-39,537,102,24.3,4.62
3_Month,30-39,3762,868,22.99,5.3
6_Month,30-39,13591,4049,16.73,4.98
1_Year,30-39,36546,18195,7.62,3.79
All,30-39,36971,19994,5.58,3.02
1_Month,40-49,619,94,25.22,3.83
3_Month,40-49,3678,725,21.88,4.31
6_Month,40-49,12957,3123,15.68,3.78
1_Year,40-49,32975,13573,7.36,3.03
All,40-49,33349,14712,5.57,2.46
1_Month,50-59,570,62,19.87,2.16
3_Month,50-59,2891,429,16.85,2.5
6_Month,50-59,9327,1848,11.88,2.35
1_Year,50-59,21628,7445,6.73,2.32
All,50-59,21858,7988,5.18,1.89
1_Month,60-69,593,40,15.36,1.04
3_Month,60-69,2443,272,11.95,1.33
6_Month,60-69,7226,1048,8.4,1.22
1_Year,60-69,14097,3976,5.57,1.57
All,60-69,14256,4197,4.49,1.32
1_Month,70-79,456,28,10.12,0.62
3_Month,70-79,1769,134,8.62,0.65
6_Month,70-79,4663,460,5.98,0.59
1_Year,70-79,7382,1283,4.37,0.76
All,70-79,7471,1376,3.7,0.68
1_Month,80+,275,24,10.84,0.95
3_Month,80+,1325,132,10.68,1.06
6_Month,80+,3126,330,7.52,0.79
1_Year,80+,4721,775,5.54,0.91
All,80+,4800,842,4.47,0.78
