age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,133,286,1146,157.9,164.7,122.9,0,0,0,0,0,0
12-15,37,356,218,51,129.2,81.3,0,0,0,0,0,0
16-19,39,888,200,52.3,236.9,151.9,0,0,0,0,0,0
20-29,153,3308,697,88.5,346.3,402,0,2,1,0,0.2,0.6
30-39,224,3865,739,123.6,435.5,586.2,0,4,0,0,0.5,0
40-49,278,3613,648,162.3,435.3,653.4,0,4,2,0,0.5,2
50-59,410,3773,462,291.1,564.8,794,1,11,2,0.7,1.6,3.4
60-69,831,7296,572,820.4,1252.5,1001.6,5,31,12,4.9,5.3,21
70-79,923,7157,438,1341.5,1666.1,2140.1,6,58,13,8.7,13.5,63.5
80+,805,5452,552,2353.5,2398.8,3267.2,22,93,37,64.3,40.9,219
