instituteDesc,occupancy,gOccupancy,occupancyDate
רבין ק. השרון,45.6,59.3,2022-04-12T00:00:00.000Z
סורוקה,67.4,74.4,2022-04-12T00:00:00.000Z
הכרמל,73.6,84.9,2022-04-12T00:00:00.000Z
קפלן,77.3,86.2,2022-04-12T00:00:00.000Z
הדסה הר הצופים,77.8,79.2,2022-04-12T00:00:00.000Z
מאיר,81,90.1,2022-04-12T00:00:00.000Z
יוספטל,81.3,52.3,2022-04-12T00:00:00.000Z
פוריה,83.3,73.8,2022-04-12T00:00:00.000Z
בני ציון,85.1,82.2,2022-04-12T00:00:00.000Z
הלל יפה,87,85,2022-04-12T00:00:00.000Z
שמיר,89.6,76.2,2022-04-12T00:00:00.000Z
זיו צפת,89.1,78.4,2022-04-12T00:00:00.000Z
ברזילי,91.7,89.4,2022-04-12T00:00:00.000Z
וולפסון,93.9,83,2022-04-12T00:00:00.000Z
לניאדו,93.6,84.7,2022-04-12T00:00:00.000Z
"רמב""ם",97.5,90.3,2022-04-12T00:00:00.000Z
שיבא,102.5,106.7,2022-04-12T00:00:00.000Z
נהריה,111.1,88.4,2022-04-12T00:00:00.000Z
מ.גריאטרי פרדס חנה,,39.9,2022-04-12T00:00:00.000Z
הדסה עין כרם,104.9,85.8,2022-04-12T00:00:00.000Z
רבין ק. בילינסון,118.9,100.2,2022-04-12T00:00:00.000Z
אסותא אשדוד,127.1,109.6,2022-04-12T00:00:00.000Z
המשפחה הקדושה,172.4,118.1,2022-04-12T00:00:00.000Z
