period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1806,6726,8.48,31.59
3_Month,5-11,2236,8778,6.72,26.38
6_Month,5-11,3814,44848,0.87,10.23
1_Year,5-11,3932,49399,0.64,8.09
All,5-11,3932,49714,0.55,6.96
1_Month,12-15,1162,1600,11.69,16.09
3_Month,12-15,1541,2169,9.13,12.85
6_Month,12-15,7361,14448,3.59,7.05
1_Year,12-15,8236,17678,3.02,6.49
All,12-15,8236,18020,2.41,5.27
1_Month,16-19,1962,683,18.82,6.55
3_Month,16-19,2484,892,15.65,5.62
6_Month,16-19,11405,7428,6.81,4.44
1_Year,16-19,13418,10508,6.12,4.79
All,16-19,13437,10796,4.45,3.57
1_Month,20-29,5670,1702,18.45,5.54
3_Month,20-29,7202,2193,14.99,4.56
6_Month,20-29,28767,14826,7.94,4.09
1_Year,20-29,32853,20128,6.87,4.21
All,20-29,32893,20603,5.19,3.25
1_Month,30-39,6504,2126,16.79,5.49
3_Month,30-39,8211,2707,13.22,4.36
6_Month,30-39,28425,14630,6.89,3.55
1_Year,30-39,31127,18208,5.97,3.49
All,30-39,31193,18539,4.9,2.91
1_Month,40-49,6211,1609,15.83,4.1
3_Month,40-49,7849,2068,12.46,3.28
6_Month,40-49,25220,10690,6.56,2.78
1_Year,40-49,27809,13294,5.87,2.81
All,40-49,27891,13539,4.87,2.36
1_Month,50-59,4244,962,11.6,2.63
3_Month,50-59,5419,1220,9.31,2.1
6_Month,50-59,16128,5852,5.91,2.15
1_Year,50-59,17643,7124,5.44,2.2
All,50-59,17698,7294,4.47,1.84
1_Month,60-69,3092,524,8.02,1.36
3_Month,60-69,3975,663,6.47,1.08
6_Month,60-69,9856,3083,4.76,1.49
1_Year,60-69,10761,3681,4.48,1.53
All,60-69,10801,3772,3.76,1.31
1_Month,70-79,1821,220,5.4,0.65
3_Month,70-79,2344,278,4.42,0.52
6_Month,70-79,4636,969,3.53,0.74
1_Year,70-79,5027,1125,3.37,0.75
All,70-79,5049,1176,2.93,0.68
1_Month,80+,1166,115,6.69,0.66
3_Month,80+,1445,161,5.5,0.61
6_Month,80+,2831,539,4.4,0.84
1_Year,80+,3026,612,4.12,0.83
All,80+,3058,658,3.4,0.73
