period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,221,560,13.68,34.65
3_Month,5-11,2292,7893,9.56,32.91
6_Month,5-11,3453,13931,5.53,22.32
1_Year,5-11,4902,51411,0.93,9.78
All,5-11,4902,52788,0.68,7.3
1_Month,12-15,251,216,20.64,17.76
3_Month,12-15,1485,1830,14.13,17.42
6_Month,12-15,2529,3521,8.2,11.42
1_Year,12-15,8866,17650,3.61,7.19
All,12-15,8910,18797,2.57,5.43
1_Month,16-19,232,63,25.27,6.86
3_Month,16-19,2882,909,21.87,6.9
6_Month,16-19,4323,1573,14.21,5.17
1_Year,16-19,14612,10091,7.23,5
All,16-19,14803,11190,4.81,3.63
1_Month,20-29,678,132,25.51,4.97
3_Month,20-29,8920,2328,21.45,5.6
6_Month,20-29,13449,3952,13.8,4.05
1_Year,20-29,36983,19480,8.38,4.41
All,20-29,37397,21637,5.73,3.31
1_Month,30-39,853,163,24.83,4.74
3_Month,30-39,10341,2981,19.93,5.75
6_Month,30-39,15220,4879,12.71,4.08
1_Year,30-39,36083,18411,7.39,3.77
All,30-39,36439,19896,5.52,3.01
1_Month,40-49,934,180,23.96,4.62
3_Month,40-49,9661,2310,18.67,4.46
6_Month,40-49,14139,3747,11.95,3.17
1_Year,40-49,32415,13667,7.16,3.02
All,40-49,32744,14624,5.49,2.45
1_Month,50-59,676,107,17.06,2.7
3_Month,50-59,6902,1375,14.01,2.79
6_Month,50-59,10032,2213,9.39,2.07
1_Year,50-59,21104,7474,6.55,2.32
All,50-59,21311,7929,5.08,1.89
1_Month,60-69,553,68,11.85,1.46
3_Month,60-69,5278,801,9.7,1.47
6_Month,60-69,7444,1221,6.8,1.12
1_Year,60-69,13516,3964,5.38,1.58
All,60-69,13666,4160,4.36,1.33
1_Month,70-79,436,34,8.93,0.7
3_Month,70-79,3360,356,6.85,0.73
6_Month,70-79,4573,506,4.97,0.55
1_Year,70-79,6946,1265,4.2,0.76
All,70-79,7024,1350,3.56,0.68
1_Month,80+,283,26,10.94,1.01
3_Month,80+,2422,247,8.6,0.88
6_Month,80+,3052,346,6.41,0.73
1_Year,80+,4456,758,5.34,0.91
All,80+,4531,820,4.32,0.78
