age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13,124,256,207.5,54.9,27.2,0,0,0,0,0,0
12-15,11,219,99,160.9,67,35.9,0,0,0,0,0,0
16-19,10,237,44,227.8,53.9,32.7,0,0,0,0,0,0
20-29,23,632,93,176.9,56.6,54.9,0,1,2,0,0.1,1.2
30-39,33,738,102,251.9,70,81.9,0,1,0,0,0.1,0
40-49,25,859,91,154.6,87.2,94.1,0,1,0,0,0.1,0
50-59,50,830,80,226.2,105.1,147.9,0,6,3,0,0.8,5.5
60-69,80,1235,74,290.2,188,132.8,0,10,3,0,1.5,5.4
70-79,91,1407,67,417.1,291.5,477,1,17,3,4.6,3.5,21.4
80+,43,870,55,432.7,344.3,351.8,1,28,9,10.1,11.1,57.6
