period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,177,363,17.97,36.85
3_Month,5-11,463,1032,15.57,34.7
6_Month,5-11,3149,10863,9.18,31.68
1_Year,5-11,5160,51583,1.04,10.43
All,5-11,5160,53333,0.71,7.36
1_Month,12-15,286,137,31.22,14.96
3_Month,12-15,636,409,25.04,16.1
6_Month,12-15,2374,2744,13.57,15.68
1_Year,12-15,9257,17672,3.88,7.4
All,12-15,9318,19004,2.68,5.47
1_Month,16-19,675,89,44.64,5.89
3_Month,16-19,1110,189,36.85,6.27
6_Month,16-19,4408,1273,22.27,6.43
1_Year,16-19,15510,10055,7.78,5.04
All,16-19,15722,11326,5.07,3.65
1_Month,20-29,1745,152,43.98,3.83
3_Month,20-29,2910,347,35.72,4.26
6_Month,20-29,13057,3126,21.41,5.12
1_Year,20-29,39280,19305,9,4.42
All,20-29,39766,21882,6.03,3.32
1_Month,30-39,1567,177,38.09,4.3
3_Month,30-39,2973,443,30.98,4.62
6_Month,30-39,14527,3977,19.4,5.31
1_Year,30-39,38267,18344,7.94,3.81
All,30-39,38708,20198,5.8,3.03
1_Month,40-49,1999,167,41.39,3.46
3_Month,40-49,3586,422,32.71,3.85
6_Month,40-49,14440,3120,18.83,4.07
1_Year,40-49,35159,13732,7.78,3.04
All,40-49,35551,14903,5.89,2.47
1_Month,50-59,1629,171,32.95,3.46
3_Month,50-59,2887,339,25,2.94
6_Month,50-59,10600,1939,14.33,2.62
1_Year,50-59,23398,7627,7.18,2.34
All,50-59,23639,8183,5.53,1.91
1_Month,60-69,1269,95,23.28,1.74
3_Month,60-69,2451,186,17.84,1.35
6_Month,60-69,8268,1086,10.14,1.33
1_Year,60-69,15515,4073,6,1.58
All,60-69,15679,4299,4.85,1.33
1_Month,70-79,886,51,16.14,0.93
3_Month,70-79,1819,103,12.47,0.71
6_Month,70-79,5474,482,7.27,0.64
1_Year,70-79,8396,1331,4.81,0.76
All,70-79,8489,1424,4.08,0.68
1_Month,80+,598,53,16.41,1.45
3_Month,80+,1161,99,13.48,1.15
6_Month,80+,3665,362,8.79,0.87
1_Year,80+,5392,827,6.05,0.93
All,80+,5472,897,4.9,0.8
