age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,3,67,115,64.7,30.6,12.1,0,0,0,0,0,0
12-15,3,138,53,58.3,43.3,18.6,0,0,0,0,0,0
16-19,8,488,55,222.2,112,39.6,0,0,0,0,0,0
20-29,18,1145,116,180,102,70.4,0,0,1,0,0,0.6
30-39,27,1004,146,197.4,95.2,118.6,0,1,0,0,0.1,0
40-49,39,1143,94,208.1,115.9,100.6,0,1,0,0,0.1,0
50-59,80,1203,91,284.1,152.6,184,0,3,0,0,0.4,0
60-69,203,1641,121,330.9,262.8,222.3,1,12,2,1.6,1.9,3.7
70-79,407,1618,97,436.7,386,1590.2,2,22,1,2.1,5.2,16.4
80+,354,1277,121,640.8,609.5,902.7,3,50,9,5.4,23.9,67.1
