age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,15,170,385,220.3,74.9,41,0,0,0,0,0,0
12-15,16,239,88,198.4,73,32.1,0,0,0,0,0,0
16-19,11,224,46,183.9,51.1,34.3,0,0,0,0,0,0
20-29,25,580,83,135.3,52.3,48.8,1,2,2,5.4,0.2,1.2
30-39,32,765,129,167.1,73,103.4,0,2,0,0,0.2,0
40-49,27,784,114,122.8,80.1,117.3,0,1,0,0,0.1,0
50-59,50,747,89,185.8,95.2,162.5,0,7,3,0,0.9,5.5
60-69,101,1089,83,330.8,166.6,148.1,0,13,5,0,2,8.9
70-79,104,1272,63,438.9,265.1,417.9,3,18,4,12.7,3.8,26.5
80+,40,925,66,371.6,367.9,411.3,0,26,8,0,10.3,49.9
