age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,3032,6,28952,2048.4,22222.2,3145.1,0,0,0,0,0,0
12-15,13508,80,9630,3750.7,3775.4,3982.4,0,0,3,0,0,1.2
16-19,13690,2682,6295,3510.4,4048.2,5491,0,0,1,0,0,0.9
20-29,28473,6387,9777,3157.8,3311.5,5217.4,3,0,2,0.3,0,1.1
30-39,24214,5878,7379,2806.1,3355,5366.8,3,0,12,0.3,0,8.7
40-49,24939,3750,5635,2910.8,3006.7,5282.7,5,1,18,0.6,0.8,16.9
50-59,17459,1899,3183,2455.3,2377,4537.7,9,8,16,1.3,10,22.8
60-69,14991,1048,1939,2339.1,2329.5,3577,36,7,29,5.6,15.6,53.5
70-79,8825,414,744,1882.7,1695.5,2524.7,62,8,16,13.2,32.8,54.3
80-89,3126,164,288,1521.5,1039.4,2050.7,52,11,29,25.3,69.7,206.5
90+,800,45,91,1757.4,627,2202.3,30,3,11,65.9,41.8,266.2
