instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-13T00:00:00.000Z
Tel Aviv Medical Center       ,89.4,105.3,2023-01-13T00:00:00.000Z
,,,2023-01-13T00:00:00.000Z
Assuta Ashdod                 ,,,2023-01-13T00:00:00.000Z
Laniado                       ,73.1,88.5,2023-01-13T00:00:00.000Z
Hadassah Mount Scopus         ,75,85.9,2023-01-13T00:00:00.000Z
Poriah Hospital               ,78.2,74.2,2023-01-13T00:00:00.000Z
Barzilai Medical Center       ,79.2,77.1,2023-01-13T00:00:00.000Z
Bnei Ziom Medical Center      ,103.3,79.5,2023-01-13T00:00:00.000Z
,,,2023-01-13T00:00:00.000Z
Hillel Yaffeh Medical Center  ,96.6,82.6,2023-01-13T00:00:00.000Z
Hadassah Ein Kerem            ,126.2,93.8,2023-01-13T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-13T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-13T00:00:00.000Z
The Holy Family               ,,,2023-01-13T00:00:00.000Z
,,,2023-01-13T00:00:00.000Z
Woolfson Medical Center       ,75,71,2023-01-13T00:00:00.000Z
      Ziv Hospital            ,86.1,67,2023-01-13T00:00:00.000Z
Yosephtal Hospital            ,,,2023-01-13T00:00:00.000Z
Meir Hospital                 ,,,2023-01-13T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-13T00:00:00.000Z
Nahariya                      ,109.5,86.6,2023-01-13T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-13T00:00:00.000Z
,,,2023-01-13T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-13T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-13T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-13T00:00:00.000Z
Assaf Harofeh Medical Center  ,88.8,69.1,2023-01-13T00:00:00.000Z
Rambam                        ,101.5,89,2023-01-13T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2023-01-13T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-13T00:00:00.000Z
Shaare Zedek                  ,106.7,97.5,2023-01-13T00:00:00.000Z
