age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,555,393,2237,335.3,366.2,240.4,0,0,1,0,0,0.1
12-15,169,563,443,119.7,264.9,166.2,0,0,1,0,0,0.4
16-19,106,1373,276,78.5,433.9,210.7,0,0,0,0,0,0
20-29,314,4911,911,111.3,579.9,521.8,0,1,2,0,0.1,1.1
30-39,484,5897,1085,169.1,752.7,856,1,4,0,0.3,0.5,0
40-49,639,5813,886,237.4,793.4,888.2,1,3,3,0.4,0.4,3
50-59,853,5496,636,406.4,918.1,1075.2,3,10,3,1.4,1.7,5.1
60-69,2752,8100,686,1304.2,1713.9,1190.2,14,36,10,6.6,7.6,17.4
70-79,3255,7393,535,1954.3,2238.4,2417.8,31,54,18,18.6,16.3,81.3
80+,2583,4496,525,2678.2,2727.7,3062.5,48,78,37,49.8,47.3,215.8
