period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1824,6733,8.62,31.83
3_Month,5-11,2296,8962,6.89,26.91
6_Month,5-11,3844,43803,0.9,10.31
1_Year,5-11,4009,49664,0.66,8.13
All,5-11,4009,49983,0.56,6.99
1_Month,12-15,1147,1580,11.93,16.44
3_Month,12-15,1579,2208,9.35,13.08
6_Month,12-15,7109,13634,3.61,6.93
1_Year,12-15,8279,17736,3.04,6.51
All,12-15,8280,18079,2.42,5.28
1_Month,16-19,1982,686,19.26,6.67
3_Month,16-19,2559,908,15.99,5.67
6_Month,16-19,10888,6668,6.81,4.17
1_Year,16-19,13516,10536,6.15,4.8
All,16-19,13536,10825,4.47,3.58
1_Month,20-29,5781,1746,18.77,5.67
3_Month,20-29,7453,2248,15.37,4.64
6_Month,20-29,27825,13692,7.99,3.93
1_Year,20-29,33182,20216,6.92,4.21
All,20-29,33224,20692,5.23,3.26
1_Month,30-39,6690,2177,17.18,5.59
3_Month,30-39,8538,2806,13.67,4.49
6_Month,30-39,27925,13891,6.96,3.46
1_Year,30-39,31548,18333,6.03,3.51
All,30-39,31616,18666,4.95,2.92
1_Month,40-49,6351,1677,16.15,4.26
3_Month,40-49,8151,2162,12.85,3.41
6_Month,40-49,24726,10160,6.61,2.72
1_Year,40-49,28176,13410,5.93,2.82
All,40-49,28259,13657,4.92,2.38
1_Month,50-59,4336,988,11.84,2.7
3_Month,50-59,5626,1270,9.58,2.16
6_Month,50-59,15894,5552,5.96,2.08
1_Year,50-59,17894,7180,5.49,2.2
All,50-59,17950,7350,4.51,1.85
1_Month,60-69,3191,534,8.24,1.38
3_Month,60-69,4143,680,6.66,1.09
6_Month,60-69,9713,2912,4.8,1.44
1_Year,60-69,10971,3712,4.53,1.53
All,60-69,11014,3804,3.81,1.32
1_Month,70-79,1911,227,5.64,0.67
3_Month,70-79,2466,287,4.59,0.53
6_Month,70-79,4644,928,3.59,0.72
1_Year,70-79,5171,1143,3.43,0.76
All,70-79,5193,1194,2.98,0.68
1_Month,80+,1230,123,6.94,0.69
3_Month,80+,1529,171,5.7,0.64
6_Month,80+,2842,532,4.45,0.83
1_Year,80+,3121,623,4.19,0.84
All,80+,3153,669,3.47,0.74
