age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2139,0,0,193.1,0,0,0,0,0,0
12-15,124,0,358,34.9,0,142.3,0,0,0,0,0,0
16-19,60,37,122,16.1,45.5,102.7,0,0,1,0,0,0.8
20-29,203,135,223,23.5,61.2,112.2,0,1,2,0,0.5,1
30-39,334,189,255,40.2,94.9,174.3,0,0,5,0,0,3.4
40-49,295,130,190,35.3,91.9,167.9,0,1,13,0,0.7,11.5
50-59,132,39,108,18.9,43.7,143.3,1,1,17,0.1,1.1,22.6
60-69,94,29,75,14.8,58.8,133.9,2,3,14,0.3,6.1,25
70-79,60,8,31,12.9,30,93.5,3,2,5,0.6,7.5,15.1
80-89,23,5,20,11.4,29.5,116.4,3,0,5,1.5,0,29.1
90+,2,3,5,4.6,40.8,79.2,0,0,1,0,0,15.8
